snapshot_date,product_id,warehouse_id,stock_qty,reorder_point,stockout_flag,snapshot_granularity
2024-03-25,P038,W03,,589,True,weekly
2024-04-01,P038,W03,0.0,589,True,weekly
2024-04-08,P038,W03,0.0,589,True,weekly
"April 15, 2024",P038,W03,0.0,589,True,weekly
22/04/2024,P038,W03,0.0,589,True,weekly
29/04/2024,P038,W03,0.0,589,True,weekly
06/05/2024,P038,W03,0.0,589,True,weekly
"May 13, 2024",P038,W03,0.0,589,True,weekly
2024-05-20,P038,W03,0.0,589,True,weekly
27/05/2024,P038,W03,0.0,589,True,weekly
2024-06-03,P038,W03,0.0,589,True,weekly
2024-06-10,P038,W03,0.0,589,True,weekly
"June 17, 2024",P038,W03,0.0,589,True,weekly
2024-06-24,P038,W03,208.0,589,False,weekly
2024-07-01,P038,W03,,589,False,weekly
2024-07-08,P038,W03,0.0,589,True,weekly
"July 15, 2024",P038,W03,755.0,589,False,weekly
2024-07-22,P038,W03,501.0,589,False,weekly
29/07/2024,P038,W03,,589,False,weekly
"August 5, 2024",P038,W03,809.0,589,False,weekly
"August 12, 2024",P038,W03,919.0,589,False,weekly
19/08/2024,P038,W03,690.0,589,False,weekly
2024-08-26,P038,W03,670.0,589,False,weekly
"September 2, 2024",P038,W03,742.0,589,False,weekly
"September 9, 2024",P038,W03,501.0,589,False,weekly
16/09/2024,P038,W03,983.0,589,False,weekly
2024-09-23,P038,W03,770.0,589,False,weekly
30/09/2024,P038,W03,959.0,589,False,weekly
2024-10-07,P038,W03,1314.0,589,False,weekly
"October 14, 2024",P038,W03,1663.0,589,False,weekly
2024-10-21,P038,W03,1432.0,589,False,weekly
"October 28, 2024",P038,W03,1674.0,589,False,weekly
"November 4, 2024",P038,W03,1449.0,589,False,weekly
"November 11, 2024",P038,W03,1539.0,589,False,weekly
18/11/2024,P038,W03,1673.0,589,False,weekly
"November 25, 2024",P038,W03,1914.0,589,False,weekly
02/12/2024,P038,W03,1683.0,589,False,weekly
2024-12-09,P038,W03,2026.0,589,False,weekly
"December 16, 2024",P038,W03,2211.0,589,False,weekly
23/12/2024,P038,W03,1993.0,589,False,weekly
"December 30, 2024",P038,W03,2195.0,589,False,weekly
06/01/2025,P038,W03,2163.0,589,False,weekly
"January 13, 2025",P038,W03,1939.0,589,False,weekly
2025-01-20,P038,W03,2081.0,589,False,weekly
2025-01-27,P038,W03,2156.0,589,False,weekly
2025-02-03,P038,W03,1929.0,589,False,weekly
"February 10, 2025",P038,W03,2249.0,589,False,weekly
2025-02-17,P038,W03,2495.0,589,False,weekly
"February 24, 2025",P038,W03,2250.0,589,False,weekly
"March 3, 2025",P038,W03,2423.0,589,False,weekly
"March 10, 2025",P038,W03,2199.0,589,False,weekly
2025-03-17,P038,W03,2211.0,589,False,weekly
24/03/2025,P038,W03,2297.0,589,False,weekly
2025-03-31,P038,W03,2485.0,589,False,weekly
2025-04-07,P038,W03,2762.0,589,False,weekly
"April 14, 2025",P038,W03,2527.0,589,False,weekly
"April 21, 2025",P038,W03,2778.0,589,False,weekly
2025-04-28,P038,W03,2890.0,589,False,weekly
2025-05-05,P038,W03,2669.0,589,False,weekly
12/05/2025,P038,W03,2854.0,589,False,weekly
"May 19, 2025",P038,W03,3024.0,589,False,weekly
"May 26, 2025",P038,W03,2788.0,589,False,weekly
"June 2, 2025",P038,W03,,589,False,weekly
2025-06-09,P038,W03,2886.0,589,False,weekly
"June 16, 2025",P038,W03,3125.0,589,False,weekly
23/06/2025,P038,W03,3256.0,589,False,weekly
"June 30, 2025",P038,W03,3290.0,589,False,weekly
2025-07-07,P038,W03,3056.0,589,False,weekly
14/07/2025,P038,W03,3388.0,589,False,weekly
"July 21, 2025",P038,W03,3727.0,589,False,weekly
2025-07-28,P038,W03,3737.0,589,False,weekly
"August 4, 2025",P038,W03,3954.0,589,False,weekly
11/08/2025,P038,W03,4050.0,589,False,weekly
2025-08-18,P038,W03,,589,False,weekly
2025-08-25,P038,W03,4102.0,589,False,weekly
01/09/2025,P038,W03,4200.0,589,False,weekly
"September 8, 2025",P038,W03,4360.0,589,False,weekly
2025-09-15,P038,W03,4088.0,589,False,weekly
"September 22, 2025",P038,W03,4241.0,589,False,weekly
2025-09-29,P038,W03,4027.0,589,False,weekly
06/10/2025,P038,W03,4234.0,589,False,weekly
"October 13, 2025",P038,W03,3991.0,589,False,weekly
"October 20, 2025",P038,W03,4248.0,589,False,weekly
27/10/2025,P038,W03,4360.0,589,False,weekly
2025-11-03,P038,W03,-4374.0,589,False,weekly
10/11/2025,P038,W03,,589,False,weekly
2025-11-17,P038,W03,4553.0,589,False,weekly
2025-11-24,P038,W03,4664.0,589,False,weekly
01/12/2025,P038,W03,4717.0,589,False,weekly
08/12/2025,P038,W03,4965.0,589,False,weekly
"December 15, 2025",P038,W03,4735.0,589,False,weekly
"December 22, 2025",P038,W03,5012.0,589,False,weekly
2025-12-29,P038,W03,5042.0,589,False,weekly
2024-01-01,P039,W01,1013.0,503,False,daily
"January 2, 2024",P039,W01,980.0,503,False,daily
"January 3, 2024",P039,W01,951.0,503,False,daily
2024-01-04,P039,W01,922.0,503,False,daily
2024-01-05,P039,W01,896.0,503,False,daily
"January 6, 2024",P039,W01,867.0,503,False,daily
2024-01-07,P039,W01,847.0,503,False,daily
2024-01-08,P039,W01,822.0,503,False,daily
2024-01-09,P039,W01,791.0,503,False,daily
2024-01-10,P039,W01,762.0,503,False,daily
2024-01-11,P039,W01,739.0,503,False,daily
12/01/2024,P039,W01,713.0,503,False,daily
2024-01-13,P039,W01,688.0,503,False,daily
14/01/2024,P039,W01,668.0,503,False,daily
2024-01-15,P039,W01,636.0,503,False,daily
16/01/2024,P039,W01,598.0,503,False,daily
2024-01-17,P039,W01,566.0,503,False,daily
2024-01-18,P039,W01,545.0,503,False,daily
"January 19, 2024",P039,W01,521.0,503,False,daily
20/01/2024,P039,W01,494.0,503,False,daily
21/01/2024,P039,W01,471.0,503,False,daily
22/01/2024,P039,W01,,503,False,daily
2024-01-23,P039,W01,420.0,503,False,daily
24/01/2024,P039,W01,387.0,503,False,daily
2024-01-25,P039,W01,364.0,503,False,daily
2024-01-26,P039,W01,339.0,503,False,daily
27/01/2024,P039,W01,306.0,503,False,daily
2024-01-28,P039,W01,277.0,503,False,daily
29/01/2024,P039,W01,254.0,503,False,daily
2024-01-30,P039,W01,229.0,503,False,daily
2024-01-31,P039,W01,192.0,503,False,daily
2024-02-01,P039,W01,159.0,503,False,daily
02/02/2024,P039,W01,137.0,503,False,daily
2024-02-03,P039,W01,112.0,503,False,daily
"February 4, 2024",P039,W01,77.0,503,False,daily
05/02/2024,P039,W01,49.0,503,False,daily
"February 6, 2024",P039,W01,11.0,503,False,daily
07/02/2024,P039,W01,0.0,503,True,daily
"February 8, 2024",P039,W01,0.0,503,True,daily
09/02/2024,P039,W01,0.0,503,True,daily
"February 10, 2024",P039,W01,0.0,503,True,daily
11/02/2024,P039,W01,,503,True,daily
12/02/2024,P039,W01,0.0,503,True,daily
2024-02-13,P039,W01,0.0,503,True,daily
2024-02-14,P039,W01,0.0,503,True,daily
"February 15, 2024",P039,W01,0.0,503,True,daily
"February 16, 2024",P039,W01,0.0,503,True,daily
2024-02-17,P039,W01,0.0,503,True,daily
"February 18, 2024",P039,W01,0.0,503,True,daily
2024-02-19,P039,W01,0.0,503,True,daily
"February 20, 2024",P039,W01,0.0,503,True,daily
21/02/2024,P039,W01,0.0,503,True,daily
2024-02-22,P039,W01,0.0,503,True,daily
23/02/2024,P039,W01,0.0,503,True,daily
2024-02-24,P039,W01,0.0,503,True,daily
25/02/2024,P039,W01,0.0,503,True,daily
"February 26, 2024",P039,W01,0.0,503,True,daily
"February 27, 2024",P039,W01,0.0,503,True,daily
2024-02-28,P039,W01,0.0,503,True,daily
2024-02-29,P039,W01,0.0,503,True,daily
2024-03-01,P039,W01,,503,True,daily
"March 2, 2024",P039,W01,0.0,503,True,daily
03/03/2024,P039,W01,0.0,503,True,daily
2024-03-04,P039,W01,0.0,503,True,daily
2024-03-05,P039,W01,0.0,503,True,daily
06/03/2024,P039,W01,0.0,503,True,daily
"March 7, 2024",P039,W01,0.0,503,True,daily
"March 8, 2024",P039,W01,0.0,503,True,daily
2024-03-09,P039,W01,0.0,503,True,daily
2024-03-10,P039,W01,0.0,503,True,daily
2024-03-11,P039,W01,,503,True,daily
"March 12, 2024",P039,W01,0.0,503,True,daily
13/03/2024,P039,W01,0.0,503,True,daily
2024-03-14,P039,W01,0.0,503,True,daily
15/03/2024,P039,W01,0.0,503,True,daily
"March 16, 2024",P039,W01,0.0,503,True,daily
17/03/2024,P039,W01,0.0,503,True,daily
18/03/2024,P039,W01,0.0,503,True,daily
"March 19, 2024",P039,W01,0.0,503,True,daily
2024-03-20,P039,W01,0.0,503,True,daily
"March 21, 2024",P039,W01,0.0,503,True,daily
"March 22, 2024",P039,W01,0.0,503,True,daily
2024-03-23,P039,W01,0.0,503,True,daily
2024-03-24,P039,W01,0.0,503,True,daily
"March 25, 2024",P039,W01,0.0,503,True,daily
26/03/2024,P039,W01,0.0,503,True,daily
2024-03-27,P039,W01,0.0,503,True,daily
"March 28, 2024",P039,W01,0.0,503,True,daily
29/03/2024,P039,W01,0.0,503,True,daily
2024-03-30,P039,W01,0.0,503,True,daily
31/03/2024,P039,W01,0.0,503,True,daily
"April 1, 2024",P039,W01,0.0,503,True,daily
2024-04-02,P039,W01,0.0,503,True,daily
2024-04-03,P039,W01,0.0,503,True,daily
2024-04-04,P039,W01,0.0,503,True,daily
"April 5, 2024",P039,W01,0.0,503,True,daily
"April 6, 2024",P039,W01,0.0,503,True,daily
2024-04-07,P039,W01,0.0,503,True,daily
08/04/2024,P039,W01,0.0,503,True,daily
09/04/2024,P039,W01,0.0,503,True,daily
"April 10, 2024",P039,W01,0.0,503,True,daily
2024-04-11,P039,W01,0.0,503,True,daily
2024-04-12,P039,W01,0.0,503,True,daily
2024-04-13,P039,W01,0.0,503,True,daily
14/04/2024,P039,W01,0.0,503,True,daily
15/04/2024,P039,W01,0.0,503,True,daily
"April 16, 2024",P039,W01,0.0,503,True,daily
2024-04-17,P039,W01,0.0,503,True,daily
"April 18, 2024",P039,W01,0.0,503,True,daily
2024-04-19,P039,W01,0.0,503,True,daily
20/04/2024,P039,W01,0.0,503,True,daily
2024-04-21,P039,W01,0.0,503,True,daily
22/04/2024,P039,W01,0.0,503,True,daily
"April 23, 2024",P039,W01,0.0,503,True,daily
2024-04-24,P039,W01,0.0,503,True,daily
2024-04-25,P039,W01,0.0,503,True,daily
26/04/2024,P039,W01,0.0,503,True,daily
2024-04-27,P039,W01,0.0,503,True,daily
28/04/2024,P039,W01,0.0,503,True,daily
2024-04-29,P039,W01,0.0,503,True,daily
30/04/2024,P039,W01,0.0,503,True,daily
"May 1, 2024",P039,W01,0.0,503,True,daily
2024-05-02,P039,W01,0.0,503,True,daily
03/05/2024,P039,W01,0.0,503,True,daily
04/05/2024,P039,W01,0.0,503,True,daily
05/05/2024,P039,W01,0.0,503,True,daily
2024-05-06,P039,W01,0.0,503,True,daily
07/05/2024,P039,W01,0.0,503,True,daily
08/05/2024,P039,W01,0.0,503,True,daily
2024-05-09,P039,W01,0.0,503,True,daily
"May 10, 2024",P039,W01,0.0,503,True,daily
11/05/2024,P039,W01,0.0,503,True,daily
2024-05-12,P039,W01,0.0,503,True,daily
2024-05-13,P039,W01,0.0,503,True,daily
2024-05-14,P039,W01,0.0,503,True,daily
2024-05-15,P039,W01,0.0,503,True,daily
2024-05-16,P039,W01,0.0,503,True,daily
2024-05-17,P039,W01,0.0,503,True,daily
2024-05-18,P039,W01,0.0,503,True,daily
19/05/2024,P039,W01,0.0,503,True,daily
2024-05-20,P039,W01,0.0,503,True,daily
2024-05-21,P039,W01,0.0,503,True,daily
22/05/2024,P039,W01,0.0,503,True,daily
23/05/2024,P039,W01,0.0,503,True,daily
24/05/2024,P039,W01,0.0,503,True,daily
2024-05-25,P039,W01,0.0,503,True,daily
2024-05-26,P039,W01,0.0,503,True,daily
2024-05-27,P039,W01,0.0,503,True,daily
2024-05-28,P039,W01,0.0,503,True,daily
"May 29, 2024",P039,W01,0.0,503,True,daily
2024-05-30,P039,W01,0.0,503,True,daily
31/05/2024,P039,W01,0.0,503,True,daily
01/06/2024,P039,W01,,503,True,daily
02/06/2024,P039,W01,0.0,503,True,daily
2024-06-03,P039,W01,0.0,503,True,daily
04/06/2024,P039,W01,0.0,503,True,daily
2024-06-05,P039,W01,0.0,503,True,daily
06/06/2024,P039,W01,0.0,503,True,daily
"June 7, 2024",P039,W01,0.0,503,True,daily
2024-06-08,P039,W01,0.0,503,True,daily
"June 9, 2024",P039,W01,0.0,503,True,daily
2024-06-10,P039,W01,0.0,503,True,daily
11/06/2024,P039,W01,0.0,503,True,daily
2024-06-12,P039,W01,0.0,503,True,daily
2024-06-13,P039,W01,,503,True,daily
14/06/2024,P039,W01,0.0,503,True,daily
15/06/2024,P039,W01,0.0,503,True,daily
16/06/2024,P039,W01,0.0,503,True,daily
"June 17, 2024",P039,W01,0.0,503,True,daily
2024-06-18,P039,W01,0.0,503,True,daily
19/06/2024,P039,W01,0.0,503,True,daily
"June 20, 2024",P039,W01,0.0,503,True,daily
21/06/2024,P039,W01,0.0,503,True,daily
22/06/2024,P039,W01,0.0,503,True,daily
23/06/2024,P039,W01,0.0,503,True,daily
24/06/2024,P039,W01,0.0,503,True,daily
25/06/2024,P039,W01,0.0,503,True,daily
2024-06-26,P039,W01,0.0,503,True,daily
27/06/2024,P039,W01,0.0,503,True,daily
2024-06-28,P039,W01,0.0,503,True,daily
2024-06-29,P039,W01,0.0,503,True,daily
30/06/2024,P039,W01,0.0,503,True,daily
01/07/2024,P039,W01,0.0,503,True,daily
"July 2, 2024",P039,W01,0.0,503,True,daily
2024-07-03,P039,W01,0.0,503,True,daily
2024-07-04,P039,W01,0.0,503,True,daily
2024-07-05,P039,W01,0.0,503,True,daily
"July 6, 2024",P039,W01,0.0,503,True,daily
2024-07-07,P039,W01,0.0,503,True,daily
2024-07-08,P039,W01,0.0,503,True,daily
2024-07-09,P039,W01,0.0,503,True,daily
10/07/2024,P039,W01,0.0,503,True,daily
2024-07-11,P039,W01,0.0,503,True,daily
2024-07-12,P039,W01,0.0,503,True,daily
13/07/2024,P039,W01,0.0,503,True,daily
14/07/2024,P039,W01,,503,True,daily
"July 15, 2024",P039,W01,0.0,503,True,daily
16/07/2024,P039,W01,0.0,503,True,daily
17/07/2024,P039,W01,0.0,503,True,daily
"July 18, 2024",P039,W01,0.0,503,True,daily
"July 19, 2024",P039,W01,0.0,503,True,daily
20/07/2024,P039,W01,0.0,503,True,daily
"July 21, 2024",P039,W01,0.0,503,True,daily
"July 22, 2024",P039,W01,0.0,503,True,daily
23/07/2024,P039,W01,0.0,503,True,daily
24/07/2024,P039,W01,0.0,503,True,daily
2024-07-25,P039,W01,0.0,503,True,daily
2024-07-26,P039,W01,0.0,503,True,daily
27/07/2024,P039,W01,0.0,503,True,daily
"July 28, 2024",P039,W01,587.0,503,False,daily
"July 29, 2024",P039,W01,564.0,503,False,daily
"July 30, 2024",P039,W01,532.0,503,False,daily
2024-07-31,P039,W01,509.0,503,False,daily
2024-08-01,P039,W01,484.0,503,False,daily
"August 2, 2024",P039,W01,458.0,503,False,daily
"August 3, 2024",P039,W01,435.0,503,False,daily
04/08/2024,P039,W01,409.0,503,False,daily
"August 5, 2024",P039,W01,378.0,503,False,daily
2024-08-06,P039,W01,616.0,503,False,daily
07/08/2024,P039,W01,588.0,503,False,daily
08/08/2024,P039,W01,,503,False,daily
"August 9, 2024",P039,W01,529.0,503,False,daily
10/08/2024,P039,W01,499.0,503,False,daily
11/08/2024,P039,W01,476.0,503,False,daily
"August 12, 2024",P039,W01,453.0,503,False,daily
13/08/2024,P039,W01,425.0,503,False,daily
14/08/2024,P039,W01,397.0,503,False,daily
"August 15, 2024",P039,W01,375.0,503,False,daily
16/08/2024,P039,W01,349.0,503,False,daily
"August 17, 2024",P039,W01,311.0,503,False,daily
18/08/2024,P039,W01,283.0,503,False,daily
2024-08-19,P039,W01,259.0,503,False,daily
2024-08-20,P039,W01,685.0,503,False,daily
2024-08-21,P039,W01,649.0,503,False,daily
22/08/2024,P039,W01,626.0,503,False,daily
"August 23, 2024",P039,W01,594.0,503,False,daily
24/08/2024,P039,W01,568.0,503,False,daily
25/08/2024,P039,W01,543.0,503,False,daily
2024-08-26,P039,W01,516.0,503,False,daily
2024-08-27,P039,W01,487.0,503,False,daily
28/08/2024,P039,W01,648.0,503,False,daily
2024-08-29,P039,W01,618.0,503,False,daily
"August 30, 2024",P039,W01,591.0,503,False,daily
"August 31, 2024",P039,W01,563.0,503,False,daily
2024-09-01,P039,W01,541.0,503,False,daily
2024-09-02,P039,W01,514.0,503,False,daily
"September 3, 2024",P039,W01,483.0,503,False,daily
"September 4, 2024",P039,W01,,503,False,daily
2024-09-05,P039,W01,427.0,503,False,daily
"September 6, 2024",P039,W01,,503,False,daily
07/09/2024,P039,W01,375.0,503,False,daily
08/09/2024,P039,W01,907.0,503,False,daily
2024-09-09,P039,W01,873.0,503,False,daily
2024-09-10,P039,W01,856.0,503,False,daily
11/09/2024,P039,W01,834.0,503,False,daily
"September 12, 2024",P039,W01,808.0,503,False,daily
"September 13, 2024",P039,W01,781.0,503,False,daily
2024-09-14,P039,W01,752.0,503,False,daily
"September 15, 2024",P039,W01,726.0,503,False,daily
16/09/2024,P039,W01,703.0,503,False,daily
2024-09-17,P039,W01,1157.0,503,False,daily
18/09/2024,P039,W01,1130.0,503,False,daily
"September 19, 2024",P039,W01,1103.0,503,False,daily
2024-09-20,P039,W01,1070.0,503,False,daily
2024-09-21,P039,W01,1040.0,503,False,daily
22/09/2024,P039,W01,1011.0,503,False,daily
23/09/2024,P039,W01,,503,False,daily
24/09/2024,P039,W01,953.0,503,False,daily
25/09/2024,P039,W01,929.0,503,False,daily
"September 26, 2024",P039,W01,905.0,503,False,daily
"September 27, 2024",P039,W01,1173.0,503,False,daily
"September 28, 2024",P039,W01,1143.0,503,False,daily
"September 29, 2024",P039,W01,1117.0,503,False,daily
"September 30, 2024",P039,W01,1094.0,503,False,daily
"October 1, 2024",P039,W01,1065.0,503,False,daily
02/10/2024,P039,W01,1042.0,503,False,daily
"October 3, 2024",P039,W01,1014.0,503,False,daily
04/10/2024,P039,W01,996.0,503,False,daily
"October 5, 2024",P039,W01,961.0,503,False,daily
2024-10-06,P039,W01,932.0,503,False,daily
07/10/2024,P039,W01,1249.0,503,False,daily
08/10/2024,P039,W01,1220.0,503,False,daily
"October 9, 2024",P039,W01,1198.0,503,False,daily
10/10/2024,P039,W01,1165.0,503,False,daily
2024-10-11,P039,W01,,503,False,daily
2024-10-12,P039,W01,1105.0,503,False,daily
"October 13, 2024",P039,W01,1071.0,503,False,daily
"October 14, 2024",P039,W01,1045.0,503,False,daily
"October 15, 2024",P039,W01,1020.0,503,False,daily
"October 16, 2024",P039,W01,987.0,503,False,daily
2024-10-17,P039,W01,958.0,503,False,daily
"October 18, 2024",P039,W01,922.0,503,False,daily
"October 19, 2024",P039,W01,901.0,503,False,daily
"October 20, 2024",P039,W01,872.0,503,False,daily
"October 21, 2024",P039,W01,846.0,503,False,daily
22/10/2024,P039,W01,,503,False,daily
23/10/2024,P039,W01,1354.0,503,False,daily
"October 24, 2024",P039,W01,1320.0,503,False,daily
2024-10-25,P039,W01,1286.0,503,False,daily
"October 26, 2024",P039,W01,1259.0,503,False,daily
"October 27, 2024",P039,W01,1230.0,503,False,daily
2024-10-28,P039,W01,1203.0,503,False,daily
2024-10-29,P039,W01,1183.0,503,False,daily
"October 30, 2024",P039,W01,1160.0,503,False,daily
"October 31, 2024",P039,W01,1543.0,503,False,daily
2024-11-01,P039,W01,1505.0,503,False,daily
02/11/2024,P039,W01,1469.0,503,False,daily
"November 3, 2024",P039,W01,1447.0,503,False,daily
04/11/2024,P039,W01,1426.0,503,False,daily
"November 5, 2024",P039,W01,1394.0,503,False,daily
2024-11-06,P039,W01,1368.0,503,False,daily
2024-11-07,P039,W01,1340.0,503,False,daily
08/11/2024,P039,W01,1309.0,503,False,daily
09/11/2024,P039,W01,,503,False,daily
"November 10, 2024",P039,W01,1251.0,503,False,daily
11/11/2024,P039,W01,1219.0,503,False,daily
"November 12, 2024",P039,W01,1684.0,503,False,daily
2024-11-13,P039,W01,1656.0,503,False,daily
2024-11-14,P039,W01,1629.0,503,False,daily
"November 15, 2024",P039,W01,1610.0,503,False,daily
16/11/2024,P039,W01,1582.0,503,False,daily
"November 17, 2024",P039,W01,1548.0,503,False,daily
"November 18, 2024",P039,W01,1523.0,503,False,daily
"November 19, 2024",P039,W01,1501.0,503,False,daily
"November 20, 2024",P039,W01,1479.0,503,False,daily
"November 21, 2024",P039,W01,1457.0,503,False,daily
"November 22, 2024",P039,W01,1434.0,503,False,daily
2024-11-23,P039,W01,1405.0,503,False,daily
2024-11-24,P039,W01,1379.0,503,False,daily
25/11/2024,P039,W01,1834.0,503,False,daily
2024-11-26,P039,W01,1808.0,503,False,daily
2024-11-27,P039,W01,,503,False,daily
28/11/2024,P039,W01,1760.0,503,False,daily
2024-11-29,P039,W01,,503,False,daily
"November 30, 2024",P039,W01,1700.0,503,False,daily
"December 1, 2024",P039,W01,1674.0,503,False,daily
"December 2, 2024",P039,W01,1641.0,503,False,daily
03/12/2024,P039,W01,1607.0,503,False,daily
"December 4, 2024",P039,W01,1579.0,503,False,daily
05/12/2024,P039,W01,1553.0,503,False,daily
"December 6, 2024",P039,W01,1524.0,503,False,daily
"December 7, 2024",P039,W01,1938.0,503,False,daily
"December 8, 2024",P039,W01,1902.0,503,False,daily
2024-12-09,P039,W01,1872.0,503,False,daily
2024-12-10,P039,W01,1834.0,503,False,daily
2024-12-11,P039,W01,1812.0,503,False,daily
"December 12, 2024",P039,W01,1786.0,503,False,daily
2024-12-13,P039,W01,1760.0,503,False,daily
"December 14, 2024",P039,W01,2296.0,503,False,daily
2024-12-15,P039,W01,2267.0,503,False,daily
16/12/2024,P039,W01,,503,False,daily
2024-12-17,P039,W01,2213.0,503,False,daily
18/12/2024,P039,W01,2185.0,503,False,daily
"December 19, 2024",P039,W01,2153.0,503,False,daily
2024-12-20,P039,W01,2130.0,503,False,daily
"December 21, 2024",P039,W01,2104.0,503,False,daily
22/12/2024,P039,W01,2062.0,503,False,daily
"December 23, 2024",P039,W01,2034.0,503,False,daily
2024-12-24,P039,W01,2011.0,503,False,daily
2024-12-25,P039,W01,1984.0,503,False,daily
"December 26, 2024",P039,W01,1962.0,503,False,daily
2024-12-27,P039,W01,,503,False,daily
"December 28, 2024",P039,W01,2454.0,503,False,daily
2024-12-29,P039,W01,2425.0,503,False,daily
"December 30, 2024",P039,W01,2400.0,503,False,daily
"December 31, 2024",P039,W01,2378.0,503,False,daily
"January 1, 2025",P039,W01,2350.0,503,False,daily
"January 2, 2025",P039,W01,2318.0,503,False,daily
2025-01-03,P039,W01,2285.0,503,False,daily
2025-01-04,P039,W01,2253.0,503,False,daily
2025-01-05,P039,W01,2227.0,503,False,daily
"January 6, 2025",P039,W01,2199.0,503,False,daily
07/01/2025,P039,W01,2175.0,503,False,daily
08/01/2025,P039,W01,2145.0,503,False,daily
"January 9, 2025",P039,W01,2113.0,503,False,daily
"January 10, 2025",P039,W01,2086.0,503,False,daily
"January 11, 2025",P039,W01,2060.0,503,False,daily
"January 12, 2025",P039,W01,2406.0,503,False,daily
"January 13, 2025",P039,W01,2380.0,503,False,daily
2025-01-14,P039,W01,2359.0,503,False,daily
"January 15, 2025",P039,W01,2328.0,503,False,daily
16/01/2025,P039,W01,2308.0,503,False,daily
2025-01-17,P039,W01,2282.0,503,False,daily
18/01/2025,P039,W01,2256.0,503,False,daily
"January 19, 2025",P039,W01,2227.0,503,False,daily
"January 20, 2025",P039,W01,2200.0,503,False,daily
21/01/2025,P039,W01,,503,False,daily
2025-01-22,P039,W01,,503,False,daily
2025-01-23,P039,W01,2117.0,503,False,daily
"January 24, 2025",P039,W01,2383.0,503,False,daily
"January 25, 2025",P039,W01,2347.0,503,False,daily
2025-01-26,P039,W01,2322.0,503,False,daily
2025-01-27,P039,W01,2303.0,503,False,daily
2025-01-28,P039,W01,2285.0,503,False,daily
2025-01-29,P039,W01,2255.0,503,False,daily
"January 30, 2025",P039,W01,2226.0,503,False,daily
"January 31, 2025",P039,W01,2200.0,503,False,daily
2025-02-01,P039,W01,2600.0,503,False,daily
2025-02-02,P039,W01,2572.0,503,False,daily
"February 3, 2025",P039,W01,2546.0,503,False,daily
"February 4, 2025",P039,W01,2515.0,503,False,daily
"February 5, 2025",P039,W01,2475.0,503,False,daily
2025-02-06,P039,W01,2450.0,503,False,daily
"February 7, 2025",P039,W01,2941.0,503,False,daily
"February 8, 2025",P039,W01,2916.0,503,False,daily
09/02/2025,P039,W01,2888.0,503,False,daily
"February 10, 2025",P039,W01,2869.0,503,False,daily
11/02/2025,P039,W01,2848.0,503,False,daily
12/02/2025,P039,W01,2820.0,503,False,daily
2025-02-13,P039,W01,2788.0,503,False,daily
2025-02-14,P039,W01,2759.0,503,False,daily
2025-02-15,P039,W01,3202.0,503,False,daily
16/02/2025,P039,W01,3175.0,503,False,daily
17/02/2025,P039,W01,3141.0,503,False,daily
"February 18, 2025",P039,W01,3111.0,503,False,daily
"February 19, 2025",P039,W01,3087.0,503,False,daily
"February 20, 2025",P039,W01,3062.0,503,False,daily
"February 21, 2025",P039,W01,3040.0,503,False,daily
22/02/2025,P039,W01,3009.0,503,False,daily
23/02/2025,P039,W01,2985.0,503,False,daily
2025-02-24,P039,W01,2962.0,503,False,daily
25/02/2025,P039,W01,2941.0,503,False,daily
"February 26, 2025",P039,W01,3176.0,503,False,daily
"February 27, 2025",P039,W01,,503,False,daily
28/02/2025,P039,W01,3131.0,503,False,daily
2025-03-01,P039,W01,3110.0,503,False,daily
"March 2, 2025",P039,W01,3083.0,503,False,daily
03/03/2025,P039,W01,3058.0,503,False,daily
"March 4, 2025",P039,W01,3030.0,503,False,daily
"March 5, 2025",P039,W01,3001.0,503,False,daily
"March 6, 2025",P039,W01,2975.0,503,False,daily
"March 7, 2025",P039,W01,2946.0,503,False,daily
"March 8, 2025",P039,W01,2919.0,503,False,daily
2025-03-09,P039,W01,2884.0,503,False,daily
"March 10, 2025",P039,W01,3227.0,503,False,daily
2025-03-11,P039,W01,3201.0,503,False,daily
"March 12, 2025",P039,W01,3172.0,503,False,daily
2025-03-13,P039,W01,3147.0,503,False,daily
14/03/2025,P039,W01,3123.0,503,False,daily
"March 15, 2025",P039,W01,3096.0,503,False,daily
16/03/2025,P039,W01,3073.0,503,False,daily
"March 17, 2025",P039,W01,3036.0,503,False,daily
2025-03-18,P039,W01,3352.0,503,False,daily
2025-03-19,P039,W01,3325.0,503,False,daily
"March 20, 2025",P039,W01,3295.0,503,False,daily
2025-03-21,P039,W01,3270.0,503,False,daily
2025-03-22,P039,W01,3240.0,503,False,daily
23/03/2025,P039,W01,3211.0,503,False,daily
24/03/2025,P039,W01,3186.0,503,False,daily
25/03/2025,P039,W01,3155.0,503,False,daily
26/03/2025,P039,W01,3128.0,503,False,daily
"March 27, 2025",P039,W01,3102.0,503,False,daily
2025-03-28,P039,W01,3081.0,503,False,daily
29/03/2025,P039,W01,3040.0,503,False,daily
30/03/2025,P039,W01,,503,False,daily
"March 31, 2025",P039,W01,2980.0,503,False,daily
"April 1, 2025",P039,W01,2960.0,503,False,daily
02/04/2025,P039,W01,2943.0,503,False,daily
2025-04-03,P039,W01,2913.0,503,False,daily
04/04/2025,P039,W01,3392.0,503,False,daily
"April 5, 2025",P039,W01,3363.0,503,False,daily
06/04/2025,P039,W01,3328.0,503,False,daily
