shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status
SH002273,W03,ST07,CR01,2025-10-27,2025-10-28,2025-10-28,10.6,1249.94,On-time
SH002274,W03,ST07,CR01,"October 29, 2025","October 30, 2025","October 30, 2025",12.1,1008.45,On-time
SH002275,W03,ST07,CR02,30/10/2025,2025-10-31,31/10/2025,31.4,1526.77,On-time
SH002276,W03,ST07,CR04,01/11/2025,2025-11-02,2025-11-02,13.5,909.42,On-time
SH002277,W03,ST07,CR03,03/11/2025,04/11/2025,"November 4, 2025",17.9,903.75,On-time
SH002278,W03,ST07,CR05,2025-11-05,06/11/2025,"November 6, 2025",32.5,,On-time
SH002279,W03,ST07,CR02,07/11/2025,2025-11-08,"November 8, 2025",16.5,,On-time
SH002280,W03,ST07,CR03,2025-11-09,10/11/2025,2025-11-10,17.3,1200.21,On-time
SH002281,W03,ST07,CR03,11/11/2025,2025-11-12,"November 12, 2025",19.6,1127.8,On-time
SH002282,W03,ST07,CR05,2025-11-12,2025-11-13,"November 13, 2025",28.5,1836.7,Damaged
SH002283,W03,ST07,CR01,14/11/2025,"November 15, 2025","November 15, 2025",23.7,1649.77,On-time
SH002284,W03,ST07,CR03,16/11/2025,2025-11-17,2025-11-21,25.1,1844.07,Delayed
SH002285,W03,ST07,CR03,"November 18, 2025",2025-11-19,19/11/2025,9.3,764.97,On-time
SH002286,W03,ST07,CR05,2025-11-19,2025-11-20,2025-11-20,30.7,2208.63,On-time
SH002287,W03,ST07,CR01,2025-11-21,2025-11-22,"November 26, 2025",13.1,1290.27,Delayed
SH002288,W03,ST99,CR02,"November 23, 2025",2025-11-24,24/11/2025,24.9,1713.54,On-time
SH002289,W03,ST07,CR01,"November 25, 2025",26/11/2025,26/11/2025,29.8,1979.27,On-time
SH002290,W03,ST07,CR05,27/11/2025,"November 28, 2025",28/11/2025,13.6,1169.56,Lost
SH002291,W03,ST07,CR01,2025-11-29,30/11/2025,2025-11-30,19.1,1424.23,On-time
SH002292,W03,ST07,CR02,"December 1, 2025","December 2, 2025",2025-12-03,19.7,1389.52,Delayed
SH002293,W03,ST07,CR03,"December 3, 2025",2025-12-04,04/12/2025,28.9,1664.29,On-time
SH002294,W03,ST07,CR05,2025-12-04,2025-12-05,05/12/2025,25.4,1464.81,On-time
SH002295,W03,ST07,CR03,"December 6, 2025",2025-12-07,07/12/2025,12.8,,On-time
SH002296,W03,ST07,CR03,2025-12-08,09/12/2025,2025-12-09,18.5,1048.36,On-time
SH002297,W03,ST07,CR03,10/12/2025,"December 11, 2025","December 11, 2025",14.0,1110.09,On-time
SH002298,W03,ST07,CR03,12/12/2025,"December 13, 2025",2025-12-13,29.3,1716.13,On-time
SH002299,W03,ST07,CR03,"December 13, 2025",2025-12-14,"December 14, 2025",15.6,925.42,On-time
SH002300,W03,ST07,CR05,15/12/2025,2025-12-16,2025-12-16,25.1,1211.74,On-time
SH002301,W03,ST07,CR03,17/12/2025,2025-12-18,"December 18, 2025",27.3,1883.15,On-time
SH002302,W03,ST07,CR01,19/12/2025,"December 20, 2025",2025-12-20,11.1,942.69,On-time
SH002303,W03,ST07,CR02,20/12/2025,21/12/2025,2025-12-21,15.5,1273.8,On-time
SH002304,W03,ST07,CR03,"December 21, 2025","December 22, 2025","December 26, 2025",11.2,1157.08,Delayed
SH002305,W03,ST07,CR02,23/12/2025,24/12/2025,"December 25, 2025",27.1,1775.8,Delayed
SH002306,W03,ST07,CR03,2025-12-25,2025-12-26,2025-12-26,25.3,1508.47,Damaged
SH002307,W03,ST07,CR01,"December 26, 2025",2025-12-27,31/12/2025,16.7,1648.9,Delayed
SH002308,W03,ST07,CR05,27/12/2025,28/12/2025,2025-12-28,32.0,1928.78,Damaged
SH002309,W03,ST07,CR05,28/12/2025,29/12/2025,29/12/2025,8.7,720.02,On-time
SH002310,W03,ST07,CR05,2025-12-30,31/12/2025,31/12/2025,31.7,1981.58,On-time
SH002311,W02,ST08,CR03,"January 2, 2024","January 5, 2024","January 5, 2024",417.6,,On-time
SH002312,W03,ST08,CR05,"January 3, 2024",2024-01-04,"January 4, 2024",24.1,1286.3,On-time
SH002313,W03,ST08,CR05,04/01/2024,"January 5, 2024",05/01/2024,33.7,1990.71,On-time
SH002314,W03,ST08,CR05,"January 5, 2024",06/01/2024,06/01/2024,31.3,1498.11,On-time
SH002315,W03,ST08,CR02,2024-01-06,07/01/2024,2024-01-07,22.8,1296.86,On-time
SH002316,W03,ST08,CR01,2024-01-07,2024-01-08,2024-01-08,12.6,1082.6,On-time
SH002317,W03,ST08,CR03,2024-01-08,"January 9, 2024",2024-01-09,21.4,1560.41,On-time
SH002318,W03,ST08,CR01,2024-01-09,2024-01-10,10/01/2024,20.4,1391.03,On-time
SH002319,W03,ST08,CR02,10/01/2024,11/01/2024,"January 11, 2024",8.4,621.46,On-time
SH002320,W03,ST08,CR04,11/01/2024,"January 12, 2024",2024-01-12,17.6,1097.32,On-time
SH002321,W03,ST08,CR04,"January 12, 2024",13/01/2024,2024-01-13,28.4,1380.99,On-time
SH002322,W03,ST08,CR04,"January 13, 2024",2024-01-14,14/01/2024,14.9,,On-time
SH002323,W01,ST08,CR02,"January 14, 2024","January 16, 2024","January 16, 2024",210.3,10017.48,On-time
SH002324,W03,ST08,CR05,"January 15, 2024",16/01/2024,16/01/2024,24.0,1628.81,On-time
SH002325,W03,ST08,CR03,"January 16, 2024",17/01/2024,17/01/2024,33.5,1611.81,On-time
SH002326,W03,ST08,CR04,"January 17, 2024","January 18, 2024",2024-01-18,12.9,1052.03,On-time
SH002327,W01,ST08,CR03,2024-01-18,"January 20, 2024",20/01/2024,210.3,10190.97,On-time
SH002328,W03,ST99,CR02,"January 19, 2024","January 20, 2024",2024-01-20,14.8,1139.95,On-time
SH002329,W01,ST08,CR02,20/01/2024,"January 22, 2024","January 22, 2024",210.3,11286.22,On-time
SH002330,W03,ST08,CR05,2024-01-21,22/01/2024,2024-01-22,15.2,,On-time
SH002331,W03,ST08,CR02,2024-01-22,2024-01-23,23/01/2024,6.3,802.82,On-time
SH002332,W03,ST08,CR03,2024-01-23,2024-01-24,"January 24, 2024",20.3,,On-time
SH002333,W03,ST08,CR02,"January 24, 2024",2024-01-25,26/01/2024,9.2,884.66,Delayed
SH002334,W03,ST08,CR04,2024-01-25,2024-01-26,"January 26, 2024",8.0,796.6,On-time
SH002335,W03,ST08,CR03,2024-01-26,27/01/2024,27/01/2024,27.0,1949.97,On-time
SH002336,W01,ST08,CR01,2024-01-27,"January 29, 2024",29/01/2024,210.3,9301.32,On-time
SH002337,W03,ST08,CR05,"January 28, 2024",2024-01-29,2024-02-02,14.6,1162.99,Delayed
SH002338,W03,ST08,CR03,29/01/2024,"January 30, 2024",02/02/2024,21.7,1121.67,Delayed
SH002339,W03,ST08,CR01,"January 30, 2024","January 31, 2024",31/01/2024,24.2,1441.23,On-time
SH002340,W03,ST08,CR01,2024-01-31,01/02/2024,"February 5, 2024",22.7,1547.86,Delayed
SH002341,W03,ST08,CR04,2024-02-01,"February 2, 2024",2024-02-02,28.9,1599.22,On-time
SH002342,W03,ST08,CR01,"February 2, 2024",03/02/2024,2024-02-03,11.6,988.61,On-time
SH002343,W03,ST08,CR02,"February 3, 2024",04/02/2024,2024-02-04,29.7,2087.25,On-time
SH002344,W03,ST08,CR02,2024-02-04,"February 5, 2024",05/02/2024,25.9,1953.96,On-time
SH002345,W03,ST08,CR03,"February 5, 2024","February 6, 2024","February 6, 2024",27.6,1745.54,On-time
SH002346,W02,ST08,CR04,06/02/2024,09/02/2024,2024-02-10,417.6,20854.58,Delayed
SH002347,W03,ST08,CR02,"February 7, 2024","February 8, 2024","February 11, 2024",30.5,,Delayed
SH002348,W03,ST08,CR02,"February 8, 2024","February 9, 2024",2024-02-09,23.6,1856.94,On-time
SH002349,W03,ST08,CR05,2024-02-09,10/02/2024,2024-02-10,28.4,1392.73,On-time
SH002350,W03,ST08,CR02,"February 10, 2024",11/02/2024,12/02/2024,34.9,1832.63,Delayed
SH002351,W02,ST08,CR03,11/02/2024,2024-02-14,2024-02-14,417.6,20592.17,On-time
SH002352,W03,ST08,CR03,"February 12, 2024","February 13, 2024","February 13, 2024",9.8,1265.24,On-time
SH002353,W03,ST08,CR03,13/02/2024,"February 14, 2024","February 14, 2024",10.3,,Damaged
SH002354,W03,ST08,CR03,14/02/2024,2024-02-15,"February 15, 2024",29.2,1747.02,On-time
SH002355,W03,ST08,CR03,2024-02-15,2024-02-16,16/02/2024,24.5,1585.15,On-time
SH002356,W03,ST08,CR05,16/02/2024,17/02/2024,17/02/2024,12.7,1782.69,On-time
SH002357,W03,ST08,CR02,2024-02-17,2024-02-18,18/02/2024,9.1,859.9,On-time
SH002358,W03,ST08,CR05,18/02/2024,19/02/2024,19/02/2024,33.2,1810.22,On-time
SH002359,W03,ST08,CR02,19/02/2024,2024-02-20,2024-02-20,15.6,1066.24,On-time
SH002360,W03,ST08,CR05,20/02/2024,"February 21, 2024",2024-02-21,11.2,1028.53,On-time
SH002361,W03,ST08,CR05,21/02/2024,22/02/2024,2024-02-22,18.1,1168.75,On-time
SH002362,W03,ST08,CR01,"February 22, 2024",23/02/2024,23/02/2024,19.7,1371.31,On-time
SH002363,W03,ST08,CR01,2024-02-23,"February 24, 2024","February 24, 2024",14.1,,On-time
SH002364,W03,ST08,CR02,24/02/2024,25/02/2024,2024-02-25,29.3,1805.66,On-time
SH002365,W03,ST08,CR01,2024-02-25,26/02/2024,26/02/2024,26.9,1940.67,On-time
SH002366,W03,ST08,CR02,2024-02-26,"February 27, 2024","February 27, 2024",21.4,1334.29,On-time
SH002367,W03,ST08,CR02,2024-02-27,2024-02-28,2024-02-28,8.2,762.5,On-time
SH002368,W03,ST08,CR04,28/02/2024,2024-02-29,29/02/2024,18.0,1390.21,On-time
SH002369,W03,ST08,CR02,29/02/2024,"March 1, 2024","March 1, 2024",12.8,,On-time
SH002370,W03,ST08,CR04,"March 1, 2024",2024-03-02,"March 2, 2024",27.1,1623.68,On-time
SH002371,W03,ST08,CR01,"March 2, 2024",03/03/2024,"March 3, 2024",22.0,1516.58,On-time
SH002372,W03,ST08,CR04,03/03/2024,2024-03-04,2024-03-04,10.5,1023.41,On-time
SH002373,W03,ST08,CR04,2024-03-04,"March 5, 2024","March 8, 2024",12.6,887.09,Delayed
SH002374,W03,ST08,CR05,2024-03-05,06/03/2024,"March 6, 2024",26.9,1843.89,On-time
SH002375,W03,ST08,CR03,"March 6, 2024",2024-03-07,"March 7, 2024",28.6,1959.29,On-time
SH002376,W03,ST08,CR02,"March 7, 2024",08/03/2024,"March 8, 2024",31.3,1619.21,On-time
SH002377,W03,ST08,CR05,2024-03-08,2024-03-09,"March 12, 2024",5.0,,Delayed
SH002378,W03,ST08,CR01,09/03/2024,2024-03-10,10/03/2024,34.9,2093.43,On-time
SH002379,W03,ST08,CR01,10/03/2024,2024-03-11,2024-03-11,10.7,1292.16,On-time
SH002380,W03,ST08,CR02,2024-03-11,12/03/2024,2024-03-12,20.3,1421.54,On-time
SH002381,W03,ST08,CR04,"March 12, 2024","March 13, 2024",13/03/2024,8.9,964.53,On-time
SH002382,W03,ST08,CR02,2024-03-13,2024-03-14,"March 14, 2024",31.4,1881.09,On-time
SH002383,W03,ST08,CR03,"March 14, 2024",15/03/2024,"March 15, 2024",23.9,1519.24,On-time
SH002384,W03,ST08,CR01,15/03/2024,"March 16, 2024","March 16, 2024",17.4,1120.26,On-time
SH002385,W03,ST08,CR05,2024-03-16,17/03/2024,19/03/2024,15.9,1040.0,Delayed
SH002386,W03,ST08,CR03,2024-03-17,"March 18, 2024","March 18, 2024",16.7,1344.26,On-time
SH002387,W03,ST08,CR03,2024-03-18,"March 19, 2024","March 19, 2024",16.8,943.42,On-time
SH002388,W03,ST08,CR02,"March 19, 2024",20/03/2024,2024-03-20,17.2,1571.27,On-time
SH002389,W03,ST08,CR05,2024-03-20,"March 21, 2024",21/03/2024,11.9,671.99,On-time
SH002390,W03,ST08,CR02,2024-03-21,"March 22, 2024",2024-03-22,30.9,2177.18,On-time
SH002391,W03,ST08,CR03,2024-03-22,23/03/2024,23/03/2024,20.0,1329.43,Damaged
SH002392,W03,ST08,CR02,2024-03-23,24/03/2024,2024-03-24,8.4,723.78,On-time
SH002393,W03,ST08,CR04,24/03/2024,25/03/2024,29/03/2024,24.4,1372.75,Delayed
SH002394,W03,ST08,CR04,"March 25, 2024","March 26, 2024",2024-03-29,10.1,647.92,Delayed
SH002395,W03,ST08,CR05,26/03/2024,"March 27, 2024",2024-03-27,18.2,1293.89,On-time
SH002396,W03,ST08,CR05,27/03/2024,28/03/2024,2024-03-28,20.8,1325.07,Damaged
SH002397,W03,ST99,CR02,28/03/2024,29/03/2024,29/03/2024,18.1,1401.71,On-time
SH002398,W03,ST08,CR04,29/03/2024,2024-03-30,30/03/2024,8.0,600.61,On-time
SH002399,W03,ST08,CR02,"March 30, 2024","March 31, 2024","March 31, 2024",20.2,1493.46,Damaged
SH002400,W03,ST08,CR05,2024-03-31,01/04/2024,2024-04-01,29.1,1665.22,On-time
SH002401,W02,ST08,CR02,01/04/2024,04/04/2024,"April 4, 2024",417.6,19013.22,On-time
SH002402,W03,ST08,CR01,02/04/2024,"April 3, 2024","April 3, 2024",21.6,1232.83,On-time
SH002403,W03,ST08,CR01,03/04/2024,04/04/2024,"April 4, 2024",27.1,1689.99,On-time
SH002404,W03,ST08,CR05,"April 4, 2024",05/04/2024,"April 5, 2024",16.1,1168.04,On-time
SH002405,W03,ST08,CR02,05/04/2024,"April 6, 2024","April 6, 2024",23.8,1335.43,On-time
SH002406,W03,ST08,CR01,"April 6, 2024",2024-04-07,07/04/2024,10.1,813.51,On-time
SH002407,W03,ST08,CR03,2024-04-07,2024-04-08,"April 8, 2024",8.1,790.45,On-time
SH002408,W03,ST08,CR04,2024-04-08,09/04/2024,"April 9, 2024",8.3,889.55,On-time
SH002409,W03,ST08,CR04,09/04/2024,10/04/2024,2024-04-14,17.4,1211.79,Delayed
SH002410,W02,ST08,CR03,"April 10, 2024",2024-04-13,2024-04-13,417.6,20402.94,On-time
SH002411,W03,ST08,CR04,"April 11, 2024",12/04/2024,"April 12, 2024",16.4,955.85,On-time
SH002412,W03,ST08,CR04,"April 12, 2024",2024-04-13,13/04/2024,16.5,1279.88,On-time
SH002413,W03,ST08,CR03,2024-04-13,2024-04-14,2024-04-14,23.9,1236.21,On-time
SH002414,W03,ST08,CR04,"April 14, 2024",2024-04-15,"April 15, 2024",12.1,771.88,On-time
SH002415,W03,ST08,CR05,"April 15, 2024",16/04/2024,"April 16, 2024",25.2,1633.96,On-time
SH002416,W03,ST08,CR01,2024-04-16,17/04/2024,17/04/2024,16.8,1129.7,On-time
SH002417,W03,ST08,CR05,2024-04-17,"April 18, 2024",18/04/2024,8.6,979.81,On-time
SH002418,W03,ST08,CR05,2024-04-18,19/04/2024,2024-04-19,13.7,846.63,On-time
SH002419,W02,ST08,CR02,19/04/2024,2024-04-22,23/04/2024,417.6,20011.47,Delayed
SH002420,W03,ST08,CR01,2024-04-20,"April 21, 2024","April 24, 2024",13.3,1103.1,Delayed
SH002421,W03,ST08,CR01,"April 21, 2024","April 22, 2024",2024-04-22,14.3,1268.12,On-time
SH002422,W03,ST08,CR02,"April 22, 2024",2024-04-23,"April 23, 2024",27.3,1525.22,On-time
SH002423,W03,ST08,CR04,"April 23, 2024","April 24, 2024","April 24, 2024",20.0,1226.26,On-time
SH002424,W03,ST08,CR03,24/04/2024,2024-04-25,2024-04-25,9.0,839.58,On-time
SH002425,W03,ST08,CR02,"April 25, 2024",2024-04-26,27/04/2024,32.6,1631.64,Delayed
SH002426,W03,ST08,CR04,"April 26, 2024",27/04/2024,2024-04-27,16.3,1010.19,On-time
SH002427,W03,ST08,CR03,27/04/2024,28/04/2024,28/04/2024,27.7,,On-time
SH002428,W03,ST08,CR01,2024-04-28,29/04/2024,2024-04-29,17.3,1367.62,On-time
SH002429,W03,ST08,CR02,"April 29, 2024","April 30, 2024",30/04/2024,14.9,1032.83,On-time
SH002430,W03,ST08,CR05,2024-04-30,2024-05-01,2024-05-01,23.4,1583.99,On-time
SH002431,W03,ST08,CR02,2024-05-01,02/05/2024,2024-05-02,27.6,1328.12,On-time
SH002432,W03,ST08,CR01,2024-05-02,2024-05-03,03/05/2024,23.3,1786.47,On-time
SH002433,W03,ST08,CR04,2024-05-03,2024-05-04,04/05/2024,28.0,1596.17,On-time
SH002434,W01,ST08,CR01,"May 4, 2024","May 6, 2024",06/05/2024,210.3,9308.89,Damaged
SH002435,W01,ST08,CR05,2024-05-05,07/05/2024,"May 8, 2024",210.3,11070.86,Delayed
SH002436,W01,ST08,CR05,"May 6, 2024","May 8, 2024","May 8, 2024",210.3,7989.54,On-time
SH002437,W03,ST08,CR01,"May 7, 2024",08/05/2024,2024-05-08,18.1,1196.0,On-time
SH002438,W03,ST08,CR04,08/05/2024,2024-05-09,09/05/2024,20.9,1572.46,On-time
SH002439,W03,ST08,CR03,09/05/2024,2024-05-10,12/05/2024,11.7,603.03,Delayed
SH002440,W03,ST08,CR02,"May 10, 2024","May 11, 2024",15/05/2024,13.5,1019.56,Delayed
SH002441,W03,ST08,CR03,"May 11, 2024",12/05/2024,"May 12, 2024",35.0,2416.79,On-time
SH002442,W03,ST08,CR04,12/05/2024,2024-05-13,"May 13, 2024",27.1,1719.09,On-time
SH002443,W03,ST08,CR01,2024-05-13,"May 14, 2024",2024-05-14,22.6,1282.17,On-time
SH002444,W03,ST08,CR04,14/05/2024,"May 15, 2024","May 15, 2024",29.5,1857.21,On-time
SH002445,W03,ST08,CR01,"May 15, 2024",16/05/2024,2024-05-16,27.9,1653.48,On-time
SH002446,W03,ST08,CR01,16/05/2024,2024-05-17,"May 17, 2024",16.7,1017.83,On-time
SH002447,W03,ST08,CR05,"May 17, 2024",2024-05-18,18/05/2024,34.8,,On-time
SH002448,W03,ST08,CR05,2024-05-18,19/05/2024,2024-05-19,14.0,908.3,On-time
SH002449,W03,ST08,CR03,19/05/2024,"May 20, 2024",2024-05-20,13.1,799.17,On-time
SH002450,W03,ST08,CR02,20/05/2024,"May 21, 2024","May 21, 2024",12.4,1339.15,On-time
SH002451,W03,ST08,CR03,21/05/2024,"May 22, 2024",22/05/2024,17.3,1299.98,Lost
SH002452,W03,ST08,CR02,2024-05-22,2024-05-23,23/05/2024,25.6,1398.06,On-time
SH002453,W03,ST08,CR02,"May 23, 2024",24/05/2024,24/05/2024,12.7,1032.08,On-time
SH002454,W03,ST08,CR02,2024-05-24,2024-05-25,2024-05-29,30.9,1830.31,Delayed
SH002455,W03,ST08,CR03,"May 25, 2024",2024-05-26,"May 26, 2024",21.9,1310.29,On-time
SH002456,W03,ST08,CR03,"May 26, 2024",2024-05-27,27/05/2024,28.6,1569.96,On-time
SH002457,W03,ST08,CR03,2024-05-27,28/05/2024,"May 28, 2024",16.3,1113.5,On-time
SH002458,W02,ST08,CR03,"May 28, 2024","May 31, 2024","May 31, 2024",259.5,17109.14,On-time
SH002459,W03,ST08,CR05,2024-05-29,30/05/2024,2024-06-02,10.6,1081.97,Delayed
SH002460,W03,ST08,CR04,2024-05-30,31/05/2024,2024-05-31,31.4,1830.67,On-time
SH002461,W03,ST08,CR03,2024-05-31,2024-06-01,"June 1, 2024",15.9,1204.7,Lost
SH002462,W03,ST08,CR02,"June 1, 2024",2024-06-02,02/06/2024,30.6,1876.8,On-time
SH002463,W03,ST08,CR02,2024-06-02,03/06/2024,"June 6, 2024",25.0,1612.37,Delayed
SH002464,W03,ST08,CR03,2024-06-03,"June 4, 2024",04/06/2024,28.4,1916.75,On-time
SH002465,W03,ST08,CR02,04/06/2024,05/06/2024,2024-06-05,11.1,947.57,On-time
SH002466,W03,ST08,CR03,"June 5, 2024",06/06/2024,2024-06-06,26.8,1232.43,On-time
SH002467,W03,ST08,CR01,2024-06-06,"June 7, 2024","June 7, 2024",33.7,1740.07,On-time
SH002468,W02,ST08,CR05,"June 7, 2024",2024-06-10,"June 10, 2024",417.6,,On-time
SH002469,W03,ST08,CR05,2024-06-08,09/06/2024,2024-06-09,25.1,1975.18,On-time
SH002470,W01,ST08,CR02,2024-06-09,"June 11, 2024",11/06/2024,210.3,11083.55,On-time
SH002471,W03,ST08,CR05,10/06/2024,2024-06-11,2024-06-11,34.1,2273.58,Damaged
SH002472,W03,ST08,CR02,"June 11, 2024",12/06/2024,2024-06-12,14.7,,On-time
SH002473,W03,ST08,CR01,12/06/2024,13/06/2024,2024-06-13,34.5,1889.62,On-time
SH002474,W03,ST08,CR05,"June 13, 2024","June 14, 2024",14/06/2024,11.8,1213.36,On-time
SH002475,W03,ST08,CR04,"June 14, 2024",2024-06-15,"June 17, 2024",23.0,1173.46,Delayed
SH002476,W03,ST08,CR03,2024-06-15,"June 16, 2024",16/06/2024,9.6,601.32,On-time
SH002477,W03,ST08,CR01,2024-06-16,2024-06-17,2024-06-17,12.0,,On-time
SH002478,W03,ST08,CR02,17/06/2024,"June 18, 2024",2024-06-18,22.2,1336.44,On-time
SH002479,W03,ST08,CR02,18/06/2024,"June 19, 2024",2024-06-19,14.3,1151.59,On-time
SH002480,W03,ST08,CR03,2024-06-19,20/06/2024,2024-06-20,27.6,2038.97,On-time
SH002481,W01,ST08,CR01,"June 20, 2024",22/06/2024,"June 25, 2024",210.3,10899.93,Delayed
SH002482,W03,ST08,CR02,"June 21, 2024",2024-06-22,22/06/2024,17.0,1131.62,On-time
SH002483,W03,ST08,CR01,22/06/2024,"June 23, 2024","June 24, 2024",28.1,1790.0,Delayed
SH002484,W03,ST08,CR03,23/06/2024,"June 24, 2024",24/06/2024,30.7,1771.24,On-time
SH002485,W03,ST08,CR01,"June 24, 2024",2024-06-25,2024-06-25,18.3,1235.15,On-time
SH002486,W03,ST08,CR05,25/06/2024,26/06/2024,"June 26, 2024",22.0,1913.0,On-time
SH002487,W03,ST08,CR01,2024-06-26,2024-06-27,27/06/2024,14.4,,On-time
SH002488,W03,ST08,CR02,27/06/2024,"June 28, 2024","June 28, 2024",26.4,1700.91,On-time
SH002489,W03,ST08,CR02,"June 28, 2024","June 29, 2024","June 29, 2024",21.4,1163.45,On-time
SH002490,W03,ST08,CR02,2024-06-29,30/06/2024,"June 30, 2024",26.8,,On-time
SH002491,W03,ST08,CR05,30/06/2024,"July 1, 2024",01/07/2024,12.0,1081.23,On-time
SH002492,W03,ST08,CR01,2024-07-01,2024-07-02,02/07/2024,20.3,1377.93,On-time
SH002493,W03,ST08,CR01,"July 2, 2024","July 3, 2024","July 4, 2024",13.8,1354.28,Delayed
SH002494,W03,ST08,CR04,"July 3, 2024",2024-07-04,2024-07-08,10.8,1015.81,Delayed
SH002495,W03,ST08,CR01,2024-07-04,2024-07-05,05/07/2024,34.6,2434.51,On-time
SH002496,W03,ST08,CR03,"July 5, 2024","July 6, 2024",06/07/2024,15.0,1129.51,On-time
SH002497,W02,ST08,CR01,"July 6, 2024",2024-07-09,"July 9, 2024",417.6,15697.2,On-time
SH002498,W03,ST08,CR04,07/07/2024,"July 8, 2024",10/07/2024,10.1,1096.58,Delayed
SH002499,W03,ST08,CR05,"July 8, 2024","July 9, 2024",2024-07-09,16.4,1262.37,Lost
SH002500,W03,ST08,CR05,2024-07-09,"July 10, 2024","July 10, 2024",23.9,1421.31,On-time
SH002501,W03,ST08,CR03,2024-07-10,"July 11, 2024",15/07/2024,26.8,1775.84,Delayed
SH002502,W03,ST08,CR01,11/07/2024,"July 12, 2024","July 12, 2024",32.0,,Damaged
SH002503,W02,ST08,CR04,2024-07-12,2024-07-15,15/07/2024,417.6,19472.46,On-time
SH002504,W03,ST08,CR03,"July 13, 2024","July 14, 2024","July 14, 2024",7.0,854.45,On-time
SH002505,W03,ST08,CR01,2024-07-14,2024-07-15,15/07/2024,12.8,684.21,On-time
SH002506,W01,ST08,CR03,"July 15, 2024","July 17, 2024","July 17, 2024",130.7,11437.12,On-time
SH002507,W03,ST08,CR02,16/07/2024,2024-07-17,20/07/2024,15.8,986.99,Delayed
SH002508,W03,ST08,CR02,17/07/2024,"July 18, 2024",18/07/2024,9.4,780.59,On-time
SH002509,W03,ST08,CR03,2024-07-18,2024-07-19,19/07/2024,16.2,1199.33,On-time
SH002510,W03,ST08,CR04,2024-07-19,"July 20, 2024",24/07/2024,14.3,783.26,Delayed
SH002511,W03,ST08,CR05,"July 20, 2024","July 21, 2024",22/07/2024,21.4,1241.24,Delayed
SH002512,W03,ST08,CR01,21/07/2024,2024-07-22,22/07/2024,8.0,1041.94,Damaged
SH002513,W03,ST08,CR04,22/07/2024,23/07/2024,"July 26, 2024",17.5,1307.46,Delayed
SH002514,W03,ST08,CR04,2024-07-23,"July 24, 2024",24/07/2024,15.8,1283.55,On-time
SH002515,W03,ST08,CR04,24/07/2024,"July 25, 2024",25/07/2024,14.7,1332.74,On-time
SH002516,W03,ST08,CR03,25/07/2024,26/07/2024,2024-07-26,30.3,2007.93,On-time
SH002517,W03,ST08,CR05,2024-07-26,27/07/2024,27/07/2024,33.6,1980.65,On-time
SH002518,W03,ST08,CR05,2024-07-27,28/07/2024,2024-07-28,23.2,1261.07,On-time
SH002519,W02,ST08,CR02,2024-07-28,2024-07-31,2024-07-31,417.6,18247.23,On-time
SH002520,W03,ST08,CR05,29/07/2024,2024-07-30,30/07/2024,12.2,959.02,On-time
SH002521,W03,ST08,CR02,"July 30, 2024",2024-07-31,03/08/2024,20.9,2090.83,Delayed
SH002522,W01,ST08,CR02,"July 31, 2024",02/08/2024,"August 2, 2024",210.3,9170.14,On-time
SH002523,W01,ST08,CR02,"August 1, 2024",03/08/2024,03/08/2024,210.3,8652.72,On-time
SH002524,W03,ST08,CR03,"August 2, 2024",03/08/2024,06/08/2024,34.4,,Delayed
SH002525,W03,ST08,CR05,03/08/2024,04/08/2024,2024-08-04,34.7,2314.78,On-time
SH002526,W03,ST08,CR04,2024-08-04,05/08/2024,07/08/2024,15.3,1154.74,Delayed
SH002527,W03,ST08,CR03,2024-08-05,2024-08-06,2024-08-06,7.5,1237.63,On-time
SH002528,W03,ST08,CR02,"August 6, 2024",07/08/2024,10/08/2024,15.3,1193.42,Delayed
SH002529,W03,ST08,CR05,"August 7, 2024","August 8, 2024","August 8, 2024",17.9,1267.08,On-time
SH002530,W03,ST08,CR04,08/08/2024,"August 9, 2024",2024-08-09,30.9,1578.31,On-time
SH002531,W03,ST08,CR05,2024-08-09,10/08/2024,14/08/2024,21.2,1311.11,Delayed
SH002532,W03,ST08,CR05,2024-08-10,2024-08-11,11/08/2024,29.5,1842.95,On-time
SH002533,W03,ST08,CR02,"August 11, 2024",12/08/2024,2024-08-14,25.8,1896.67,Delayed
SH002534,W03,ST08,CR02,2024-08-12,2024-08-13,2024-08-13,19.3,1147.11,On-time
SH002535,W03,ST08,CR04,2024-08-13,2024-08-14,18/08/2024,14.3,1156.78,Delayed
SH002536,W03,ST08,CR05,2024-08-14,15/08/2024,15/08/2024,22.9,1252.33,On-time
SH002537,W03,ST08,CR01,"August 15, 2024","August 16, 2024",2024-08-16,19.8,1339.29,On-time
SH002538,W03,ST08,CR05,16/08/2024,2024-08-17,"August 17, 2024",12.6,1128.64,On-time
SH002539,W03,ST08,CR03,2024-08-17,"August 18, 2024",2024-08-18,16.9,1066.78,On-time
SH002540,W03,ST08,CR02,18/08/2024,19/08/2024,2024-08-23,20.2,1335.48,Delayed
SH002541,W03,ST08,CR04,19/08/2024,2024-08-20,2024-08-20,20.1,1438.1,On-time
SH002542,W03,ST08,CR01,2024-08-20,2024-08-21,2024-08-21,19.1,1076.28,On-time
