customer_id,join_date,region,preferred_store_id,acquisition_channel
C01415,2024-12-22,Chattogram,ST07,Walk-in
C01416,2020-01-21,Dhaka,ST08,Referral
C01417,"November 9, 2021",Rajshahi,ST02,Walk-in
C01418,29/02/2024,Dhaka,ST07,Walk-in
C01419,2025-05-17,Sylhet,ST04,Walk-in
C01420,13/05/2025,Dhaka,ST19,Online
C01421,14/09/2018,Khulna,ST02,Walk-in
C01422,2025-03-07,Khulna,ST08,Referral
C01423,2018-11-29,Khulna,ST18,Walk-in
C01424,2022-09-03,Dhaka,ST20,Walk-in
C01425,2025-06-07,Barishal,ST08,Walk-in
C01426,28/03/2023,Dhaka,ST10,Walk-in
C01427,"July 29, 2025", Dhaka ,ST11,Referral
C01428,02/10/2020,Dhaka,ST17,Walk-in
C01429,2020-07-07,Dhaka,ST16,Social Media
C01430,10/08/2020,Sylhet,ST11,Walk-in
C01431,"November 3, 2020",Dhaka,ST08,Online
C01432,"June 17, 2023",,ST08,Walk-in
C01433,14/08/2021,Sylhet,ST13,Referral
C01434,"November 24, 2023",Khulna,ST17,Walk-in
C01435,2021-04-30,Rajshahi,ST02,Online
C01436,2020-06-17,Sylhet,ST16,Social Media
C01437,"July 9, 2019",Dhaka,ST10,Online
C01438,2022-05-29,KHULNA,ST03,Walk-in
C01439,08/03/2025,Dhaka,ST02,Referral
C01440,2024-11-13,dhaka,ST07,Walk-in
C01441,"January 10, 2020",Dhaka,ST05,Walk-in
C01442,2021-10-26,Sylhet,ST03,Walk-in
C01443,2023-08-22,Chattogram,ST06,Referral
C01444,"November 24, 2022",Sylhet,ST17,Walk-in
C01445,2018-07-16,Dhaka,ST15,Referral
C01446,2022-09-22,Chattogram,ST05,Online
C01447,2018-04-24,Chattogram,ST14,Walk-in
C01448,2018-12-07,Dhaka,ST10,Walk-in
C01449,24/03/2023,CHATTOGRAM,ST15,Online
C01450,"October 27, 2018",Sylhet,ST05,Walk-in
C01451,"September 16, 2020",Chattogram,ST02,Walk-in
C01452,15/09/2022,Dhaka,ST07,Walk-in
C01453,29/03/2023,Sylhet,ST20,Referral
C01454,2021-07-25,,ST12,Walk-in
C01455,02/10/2018,Dhaka,ST02,Walk-in
C01456,22/05/2024,Dhaka,ST20,Walk-in
C01457,"August 5, 2025", Chattogram ,ST17,Walk-in
C01458,08/02/2025,,ST11,Social Media
C01459,"December 26, 2023",Rajshahi,ST15,Online
C01460,20/03/2021,Dhaka,ST04,Online
C01461,2025-01-02,RAJSHAHI,ST12,Referral
C01462,"November 26, 2021", Dhaka ,ST19,Walk-in
C01463,03/02/2019,Sylhet,ST09,Referral
C01464,19/10/2024,Rajshahi,ST01,Social Media
C01465,2020-07-23,Chattogram,ST16,Online
C01466,04/07/2025,Dhaka,ST15,Online
C01467,11/12/2020,chattogram,ST15,Walk-in
C01468,2024-12-13,Barishal,ST13,Referral
C01469,2022-04-18,Barishal,ST03,Walk-in
C01470,2021-09-26, Dhaka ,ST03,Online
C01471,16/05/2020,Rajshahi,ST16,Walk-in
C01472,2024-09-06,Dhaka,ST18,Online
C01473,2018-06-27,Dhaka,ST02,Referral
C01474,"October 1, 2021",Sylhet,ST12,Online
C01475,13/12/2020,Chattogram,ST11,Walk-in
C01476,06/05/2022,Chattogram,ST08,Online
C01477,2020-01-14,,ST13,Social Media
C01478,2023-04-25,dhaka,ST19,Online
C01479,"January 31, 2021",Sylhet,ST17,Referral
C01480,04/07/2019,chattogram,ST04,Referral
C01481,2019-07-30,Dhaka,ST10,Referral
C01482,27/07/2023,Chattogram,ST19,Walk-in
C01483,04/02/2020,Barishal,ST05,Walk-in
C01484,16/06/2020,Chattogram,ST18,Referral
C01485,"January 5, 2023",,ST10,Social Media
C01486,20/08/2020,Rajshahi,ST11,Walk-in
C01487,2021-02-07,Barishal,ST06,Walk-in
C01488,15/12/2019,Khulna,ST19,Walk-in
C01489,2020-10-05,Sylhet,ST11,Referral
C01490,2023-07-16, Chattogram ,ST12,Referral
C01491,09/04/2022,Sylhet,ST10,Online
C01492,22/12/2025,Khulna,ST02,Walk-in
C01493,"March 3, 2024",Khulna,ST16,Walk-in
C01494,19/02/2018,Khulna,ST07,Referral
C01495,"January 11, 2021",Chattogram,ST05,Walk-in
C01496,"April 26, 2020",Dhaka,ST16,Walk-in
C01497,2022-09-12,,ST04,Walk-in
C01498,2020-02-15,Dhaka,ST14,Referral
C01499,"September 22, 2025",Dhaka,ST10,Walk-in
C01500,24/05/2020, Chattogram ,ST16,Walk-in
C01501,"March 5, 2022",Sylhet,ST02,Walk-in
C01502,"December 25, 2018",KHULNA,ST16,Social Media
C01503,2025-04-10,Rajshahi,ST05,Walk-in
C01504,2025-04-16,Khulna,ST18,Walk-in
C01505,2024-05-06,Rajshahi,ST08,Walk-in
C01506,"October 23, 2020",Rajshahi,ST01,Walk-in
C01507,"June 21, 2018",DHAKA,ST10,Referral
C01508,2023-09-08,sylhet,ST02,Referral
C01509,2021-06-06,Dhaka,ST06,Walk-in
C01510,01/12/2025,Dhaka,ST15,Referral
C01511,02/08/2023,Dhaka,ST12,Walk-in
C01512,"April 22, 2022",Khulna,ST15,Referral
C01513,2025-11-21,Rajshahi,ST18,Walk-in
C01514,"May 26, 2024",,ST10,Walk-in
C01515,"August 31, 2021",Barishal,ST11,Referral
C01516,2018-02-25,Khulna,ST02,Social Media
C01517,"September 28, 2018",Dhaka,ST06,Referral
C01518,2021-07-19,Khulna,ST15,Online
C01519,2022-06-30,,ST02,Referral
C01520,2018-03-30,Khulna,ST08,Online
C01521,"January 5, 2019",Dhaka,ST03,Walk-in
C01522,2023-08-19,Dhaka,ST18,Walk-in
C01523,"January 4, 2024",Barishal,ST12,Online
C01524,2018-03-29,Dhaka,ST13,Online
C01525,"January 22, 2022",Chattogram,ST14,Referral
C01526,25/08/2018,Chattogram,ST05,Walk-in
C01527,2023-10-14,Dhaka,ST01,Walk-in
C01528,"September 1, 2024",Dhaka,ST08,Walk-in
C01529,13/12/2024,Barishal,ST04,Referral
C01530,13/10/2022,khulna,ST07,Walk-in
C01531,11/01/2023,Khulna,ST07,Referral
C01532,29/05/2025, Dhaka ,ST16,Walk-in
C01533,24/11/2022,Dhaka,ST07,Walk-in
C01534,"July 27, 2021",Chattogram,ST04,Referral
C01535,2024-01-13,,ST20,Walk-in
C01536,22/09/2022,Dhaka,ST01,Referral
C01537,25/09/2024,Rajshahi,ST05,Walk-in
C01538,"March 13, 2022",,ST07,Online
C01539,2024-12-12,Chattogram,ST02,Online
C01540,"May 12, 2018",Chattogram,ST18,Referral
C01541,"April 17, 2018",Chattogram,ST08,Walk-in
C01542,"October 17, 2018",,ST16,Walk-in
C01543,13/06/2022,Dhaka,ST03,Online
C01544,2023-09-02,Chattogram,ST11,Social Media
C01545,2019-09-24,Chattogram,ST03,Referral
C01546,"March 31, 2019",Chattogram,ST05,Referral
C01547,17/11/2024,Khulna,ST09,Online
C01548,2024-01-01,Dhaka,ST18,Online
C01549,"March 9, 2023",Dhaka,ST07,Referral
C01550,2021-11-27,dhaka,ST16,Referral
C01551,"May 12, 2021",Dhaka,ST02,Referral
C01552,"March 1, 2018", Sylhet ,ST06,Referral
C01553,04/07/2019,Khulna,ST13,Referral
C01554,2025-03-04,Khulna,ST10,Walk-in
C01555,16/09/2020,Sylhet,ST11,Walk-in
C01556,20/08/2023,Chattogram,ST14,Social Media
C01557,"August 18, 2023",dhaka,ST02,Online
C01558,2020-06-22,,ST14,Walk-in
C01559,2019-08-20,Dhaka,ST18,Online
C01560,"July 13, 2023",Khulna,ST16,Online
C01561,"October 1, 2018",,ST06,Referral
C01562,2021-12-15,,ST08,Referral
C01563,06/02/2025,Dhaka,ST20,Walk-in
C01564,09/09/2023,Dhaka,ST16,Walk-in
C01565,2024-02-10,,ST19,Walk-in
C01566,2018-09-01,Dhaka,ST19,Referral
C01567,07/08/2019,Dhaka,ST09,Walk-in
C01568,"March 14, 2020",Dhaka,ST03,Online
C01569,03/05/2020,Khulna,ST05,Online
C01570,21/07/2019,Chattogram,ST06,Online
C01571,2025-10-09,Sylhet,ST17,Online
C01572,27/04/2019,Chattogram,ST06,Online
C01573,"August 30, 2023",Dhaka,ST08,Online
C01574,10/09/2022,Khulna,ST18,Walk-in
C01575,2022-11-18,Dhaka,ST04,Walk-in
C01576,19/09/2019,Dhaka,ST14,Online
C01577,"June 17, 2020",Sylhet,ST12,Walk-in
C01578,2022-11-06,Dhaka,ST20,Referral
C01579,2020-05-23,Dhaka,ST10,Walk-in
C01580,20/07/2023,Khulna,ST11,Referral
C01581,26/04/2018,Chattogram,ST18,Walk-in
C01582,2018-08-01,Dhaka,ST20,Referral
C01583,"October 29, 2023",Dhaka,ST15,Walk-in
C01584,"December 6, 2022",Rajshahi,ST14,Online
C01585,2018-05-07,Dhaka,ST18,Walk-in
C01586,"March 10, 2025",Dhaka,ST20,Online
C01587,"January 15, 2018",sylhet,ST15,Walk-in
C01588,"August 22, 2025",Sylhet,ST06,Referral
C01589,2023-11-01,Barishal,ST13,Online
C01590,"November 25, 2025",,ST05,Social Media
C01591,02/08/2025,Dhaka,ST11,Online
C01592,"July 3, 2020",Chattogram,ST09,Online
C01593,2024-01-18,Sylhet,ST20,Referral
C01594,"September 8, 2019",Dhaka,ST12,Walk-in
C01595,"October 9, 2021",Sylhet,ST20,Online
C01596,03/12/2019,Dhaka,ST17,Walk-in
C01597,"November 20, 2021",Khulna,ST17,Online
C01598,22/12/2024,Khulna,ST04,Walk-in
C01599,27/06/2021,Chattogram,ST16,Walk-in
C01600,"September 27, 2018",Barishal,ST06,Online
C01601,"August 5, 2020",Barishal,ST12,Walk-in
C01602,15/04/2024,Dhaka,ST10,Walk-in
C01603,04/03/2022,Chattogram,ST06,Walk-in
C01604,"June 24, 2022",Sylhet,ST20,Referral
C01605,2021-06-12,Dhaka,ST18,Walk-in
C01606,2020-05-04,Chattogram,ST12,Walk-in
C01607,"October 13, 2022",Dhaka,ST01,Social Media
C01608,"January 23, 2023",Barishal,ST04,Social Media
C01609,2025-03-07,Chattogram,ST05,Walk-in
C01610,2022-12-09,Rajshahi,ST20,Online
C01611,2025-12-15,Chattogram,ST09,Walk-in
C01612,10/08/2024,Dhaka,ST01,Social Media
C01613,18/08/2018, Khulna ,ST12,Walk-in
C01614,2021-02-19,Dhaka,ST20,Walk-in
C01615,"January 28, 2021",Dhaka,ST12,Walk-in
C01616,09/01/2018,Chattogram,ST09,Online
C01617,2019-06-12,Rajshahi,ST04,Walk-in
C01618,04/02/2024, Dhaka ,ST18,Referral
C01619,2020-10-25,Dhaka,ST03,Walk-in
C01620,2019-03-08, Dhaka ,ST19,Online
C01621,19/04/2020,,ST05,Referral
C01622,13/03/2020,Dhaka,ST03,Walk-in
C01623,"May 25, 2019",Chattogram,ST07,Walk-in
C01624,"October 23, 2018",Dhaka,ST01,Walk-in
C01625,"February 10, 2024",Dhaka,ST01,Referral
C01626,2024-08-04,sylhet,ST04,Walk-in
C01627,20/12/2021,rajshahi,ST14,Referral
C01628,2022-12-03,DHAKA,ST17,Online
C01629,"May 8, 2025",Dhaka,ST05,Online
C01630,"September 26, 2024",Dhaka,ST13,Online
C01631,06/04/2018,Barishal,ST08,Walk-in
C01632,14/08/2025,,ST09,Walk-in
C01633,15/07/2018,Dhaka,ST07,Referral
C01634,19/03/2018,Chattogram,ST18,Walk-in
C01635,2021-03-23,Dhaka,ST11,Online
C01636,2023-12-18,Dhaka,ST11,Social Media
C01637,23/08/2018,Dhaka,ST18,Walk-in
C01638,2020-05-05,Sylhet,ST14,Walk-in
C01639,2020-02-07,Sylhet,ST03,Walk-in
C01640,2021-03-06,SYLHET,ST04,Walk-in
C01641,"November 19, 2025", Rajshahi ,ST07,Social Media
C01642,"August 25, 2020",Dhaka,ST02,Social Media
C01643,"September 3, 2019",khulna,ST14,Walk-in
C01644,24/12/2018,rajshahi,ST10,Social Media
C01645,2019-08-02,Khulna,ST01,Walk-in
C01646,2019-01-24,Rajshahi,ST09,Social Media
C01647,2022-08-03,,ST17,Referral
C01648,2021-05-12,Dhaka,ST19,Walk-in
C01649,"December 25, 2021",chattogram,ST20,Online
C01650,26/08/2024,Dhaka,ST19,Referral
C01651,22/08/2022,Chattogram,ST13,Walk-in
C01652,"March 30, 2019",Dhaka,ST19,Walk-in
C01653,"January 5, 2021",Dhaka,ST20,Online
C01654,2020-07-01,Barishal,ST13,Walk-in
C01655,"August 11, 2024",,ST09,Walk-in
C01656,2020-06-15, Sylhet ,ST20,Walk-in
C01657,2019-02-09,Dhaka,ST09,Online
C01658,"November 20, 2023",Sylhet,ST04,Walk-in
C01659,04/06/2021,Khulna,ST03,Online
C01660,2018-10-07,Sylhet,ST12,Walk-in
C01661,"July 8, 2023",SYLHET,ST01,Walk-in
C01662,"September 7, 2019",Chattogram,ST03,Online
C01663,2024-12-10,Dhaka,ST05,Walk-in
C01664,"August 27, 2024",Rajshahi,ST11,Online
C01665,2020-12-15,Barishal,ST10,Walk-in
C01666,"June 11, 2022",,ST11,Online
C01667,2022-07-16,Chattogram,ST11,Walk-in
C01668,2023-03-24,Chattogram,ST20,Referral
C01669,21/07/2018,Chattogram,ST05,Walk-in
C01670,"August 6, 2020",barishal,ST10,Referral
C01671,2019-05-13,Rajshahi,ST13,Walk-in
C01672,"July 30, 2023",Chattogram,ST06,Walk-in
C01673,21/07/2018,,ST04,Online
C01674,"February 18, 2022",Chattogram,ST01,Walk-in
C01675,"October 27, 2023",dhaka,ST07,Walk-in
C01676,2025-08-01,Chattogram,ST06,Referral
C01677,"April 21, 2020",Khulna,ST04,Referral
C01678,2018-01-24,Sylhet,ST06,Online
C01679,"October 15, 2023",Dhaka,ST14,Social Media
C01680,"January 5, 2018",Rajshahi,ST17,Walk-in
C01681,13/07/2018,Rajshahi,ST11,Walk-in
C01682,2025-12-02,Dhaka,ST02,Referral
C01683,23/11/2024,Sylhet,ST15,Walk-in
C01684,2023-08-29,Sylhet,ST04,Walk-in
C01685,"September 5, 2024",Khulna,ST02,Walk-in
C01686,"August 9, 2018", Dhaka ,ST12,Walk-in
C01687,2018-09-17,Dhaka,ST09,Walk-in
C01688,"May 28, 2020",Chattogram,ST07,Walk-in
C01689,11/03/2018,Dhaka,ST20,Online
C01690,06/02/2025,Chattogram,ST02,Referral
C01691,2018-06-14,Rajshahi,ST02,Social Media
C01692,08/05/2022, Dhaka ,ST12,Walk-in
C01693,2024-10-28,Chattogram,ST09,Walk-in
C01694,17/11/2023,,ST17,Online
C01695,2019-11-17,Chattogram,ST01,Walk-in
C01696,2021-10-05,Chattogram,ST09,Walk-in
C01697,20/05/2022,Sylhet,ST03,Online
C01698,21/02/2024,Dhaka,ST01,Referral
C01699,29/05/2021,Dhaka,ST10,Walk-in
C01700,"April 12, 2020",Rajshahi,ST15,Online
C01701,11/05/2024,Chattogram,ST04,Online
C01702,01/02/2025,dhaka,ST17,Referral
C01703,2021-11-28,Dhaka,ST11,Walk-in
C01704,23/03/2018,KHULNA,ST10,Referral
C01705,01/01/2022,Dhaka,ST19,Referral
C01706,09/02/2025,rajshahi,ST07,Walk-in
C01707,2025-11-28,Chattogram,ST05,Online
C01708,"March 17, 2021",Sylhet,ST16,Online
C01709,15/03/2019,Dhaka,ST03,Walk-in
C01710,"July 29, 2022",Dhaka,ST18,Walk-in
C01711,22/08/2024, Chattogram ,ST17,Walk-in
C01712,"July 22, 2025",Rajshahi,ST20,Referral
C01713,01/06/2018,Dhaka,ST10,Walk-in
C01714,"April 28, 2020",Chattogram,ST13,Online
C01715,"October 26, 2021",Chattogram,ST18,Walk-in
C01716,"October 14, 2018",Dhaka,ST03,Online
C01717,"February 1, 2025",Sylhet,ST07,Online
C01718,"November 24, 2018",Dhaka,ST10,Online
C01719,27/04/2023,Chattogram,ST13,Online
C01720,06/05/2025,Dhaka,ST14,Walk-in
C01721,24/06/2023,Chattogram,ST19,Walk-in
C01722,07/02/2024,Dhaka,ST10,Online
C01723,"February 8, 2020",Chattogram,ST04,Walk-in
C01724,13/08/2024,Chattogram,ST04,Referral
C01725,07/05/2021,,ST17,Online
C01726,2018-06-29,Chattogram,ST10,Referral
C01727,2020-12-06,Khulna,ST13,Walk-in
C01728,2020-10-18,Dhaka,ST12,Online
C01729,2022-03-03,Chattogram,ST17,Walk-in
C01730,2020-02-13,Dhaka,ST05,Social Media
C01731,11/09/2021,Chattogram,ST04,Online
C01732,2021-06-03,Sylhet,ST15,Online
C01733,2020-08-12,,ST09,Online
C01734,"July 26, 2023",sylhet,ST17,Walk-in
C01735,"June 11, 2020",Sylhet,ST03,Online
C01736,2024-02-15,Dhaka,ST06,Referral
C01737,"January 3, 2020",Dhaka,ST20,Walk-in
C01738,2024-11-30,,ST17,Social Media
C01739,"December 1, 2020",Dhaka,ST02,Referral
C01740,2018-04-29,Dhaka,ST17,Social Media
C01741,"March 14, 2019",Barishal,ST02,Referral
C01742,12/06/2024,Barishal,ST03,Walk-in
C01743,2024-12-21,sylhet,ST18,Online
C01744,"September 11, 2019",Chattogram,ST03,Walk-in
C01745,2022-10-25,Khulna,ST07,Referral
C01746,05/08/2022,Dhaka,ST03,Walk-in
C01747,2019-01-26,Chattogram,ST12,Referral
C01748,2021-08-12, Chattogram ,ST02,Walk-in
C01749,2023-07-20,Khulna,ST06,Walk-in
C01750,"September 25, 2025",Khulna,ST07,Walk-in
C01751,11/10/2024,Sylhet,ST13,Online
C01752,2018-10-13,Dhaka,ST10,Walk-in
C01753,"November 25, 2019", Chattogram ,ST04,Walk-in
C01754,2021-06-29,Dhaka,ST10,Walk-in
C01755,16/03/2019, Khulna ,ST10,Walk-in
C01756,25/07/2022,Dhaka,ST08,Social Media
C01757,2018-01-26,Dhaka,ST11,Walk-in
C01758,2018-11-28,Rajshahi,ST07,Walk-in
C01759,2018-05-18,,ST07,Walk-in
C01760,12/05/2020,Khulna,ST16,Walk-in
C01761,2024-02-04,Dhaka,ST06,Walk-in
C01762,2019-06-02,Khulna,ST07,Walk-in
C01763,2025-11-22,Dhaka,ST03,Walk-in
C01764,2020-02-27,Dhaka,ST14,Walk-in
C01765,12/05/2018,chattogram,ST15,Walk-in
C01766,2020-09-06,Dhaka,ST14,Referral
C01767,25/12/2023,,ST04,Walk-in
C01768,08/11/2018,Dhaka,ST10,Online
C01769,2018-07-29,Dhaka,ST06,Online
C01770,16/10/2024,Rajshahi,ST16,Referral
C01771,26/09/2022,Dhaka,ST07,Walk-in
C01772,2020-09-29,Sylhet,ST09,Referral
C01773,"January 17, 2024",Rajshahi,ST10,Referral
C01774,2024-10-01,Dhaka,ST16,Social Media
C01775,"November 14, 2020",Rajshahi,ST15,Referral
C01776,27/06/2022,Dhaka,ST17,Walk-in
C01777,01/02/2018, Chattogram ,ST09,Social Media
C01778,2020-06-12,Dhaka,ST17,Referral
C01779,"October 4, 2022",Khulna,ST18,Walk-in
C01780,30/07/2019,Sylhet,ST11,Walk-in
C01781,04/12/2025,Chattogram,ST14,Social Media
C01782,"October 6, 2025",barishal,ST19,Walk-in
C01783,2020-01-23,DHAKA,ST17,Referral
C01784,03/03/2021,,ST06,Walk-in
C01785,2019-07-08,Rajshahi,ST15,Online
C01786,11/01/2022,,ST09,Walk-in
C01787,2018-12-28,Khulna,ST03,Online
C01788,2021-02-15,Barishal,ST08,Online
C01789,"June 10, 2022",Dhaka,ST20,Social Media
C01790,22/11/2022,,ST20,Walk-in
C01791,"October 8, 2022",Khulna,ST16,Walk-in
C01792,2019-10-09,Sylhet,ST20,Walk-in
C01793,"May 2, 2024",Dhaka,ST12,Walk-in
C01794,"July 13, 2023",Barishal,ST16,Social Media
C01795,2024-01-08,,ST04,Walk-in
C01796,"September 28, 2021",Chattogram,ST06,Walk-in
C01797,"February 19, 2025",Chattogram,ST04,Referral
C01798,"February 12, 2021",Dhaka,ST19,Walk-in
C01799,"June 10, 2024",Rajshahi,ST13,Walk-in
C01800,"August 18, 2019",Dhaka,ST19,Online
C01801,2019-12-24,Rajshahi,ST09,Walk-in
C01802,2022-03-19,Khulna,ST09,Referral
C01803,"June 12, 2022",Dhaka,ST14,Online
C01804,"December 19, 2023",Rajshahi,ST12,Walk-in
C01805,18/05/2020,,ST08,Online
C01806,23/12/2024,Khulna,ST07,Referral
C01807,2020-08-20,Barishal,ST11,Walk-in
C01808,"April 9, 2022",Dhaka,ST02,Online
C01809,2025-06-14,RAJSHAHI,ST04,Walk-in
C01810,"April 25, 2022",Chattogram,ST01,Online
C01811,15/06/2023,Chattogram,ST04,Online
C01812,2025-04-07,Rajshahi,ST04,Walk-in
C01813,16/10/2025,Chattogram,ST02,Walk-in
C01814,29/12/2021,Sylhet,ST02,Walk-in
C01815,2021-05-02,Dhaka,ST17,Online
C01816,30/07/2019,Chattogram,ST04,Online
C01817,"April 19, 2022",Khulna,ST12,Walk-in
C01818,"May 5, 2025",,ST02,Walk-in
C01819,2021-11-23,Sylhet,ST19,Social Media
C01820,"October 14, 2020",DHAKA,ST05,Walk-in
C01821,10/11/2018,Khulna,ST15,Walk-in
C01822,"February 12, 2021",Sylhet,ST13,Walk-in
C01823,23/11/2019, Chattogram ,ST16,Online
C01824,23/10/2025,Dhaka,ST13,Walk-in
C01825,"March 21, 2022",Chattogram,ST11,Referral
C01826,"February 5, 2019",Barishal,ST16,Online
C01827,2018-07-16,Chattogram,ST17,Walk-in
C01828,20/10/2024,Chattogram,ST08,Online
C01829,2025-06-12,Rajshahi,ST19,Walk-in
C01830,2024-02-06,Chattogram,ST20,Walk-in
C01831,"December 28, 2018",Chattogram,ST15,Online
C01832,"October 14, 2018",Dhaka,ST19,Walk-in
C01833,2019-08-02,Dhaka,ST03,Referral
C01834,2024-01-03,Rajshahi,ST11,Online
C01835,"February 13, 2024",khulna,ST14,Walk-in
C01836,12/09/2024,Khulna,ST19,Social Media
C01837,2018-10-11,Khulna,ST03,Online
C01838,"March 24, 2019",,ST17,Walk-in
C01839,13/03/2025, Dhaka ,ST02,Online
C01840,"June 4, 2025",Sylhet,ST08,Social Media
C01841,2023-10-21,,ST14,Walk-in
C01842,06/11/2018,Rajshahi,ST06,Walk-in
C01843,20/07/2018,Chattogram,ST17,Walk-in
C01844,"June 12, 2018",Rajshahi,ST19,Walk-in
C01845,2023-07-14,Rajshahi,ST04,Walk-in
C01846,2024-10-06,,ST06,Online
C01847,2023-01-19,Rajshahi,ST02,Referral
C01848,05/02/2020,Chattogram,ST15,Online
C01849,"January 21, 2024",Dhaka,ST18,Walk-in
C01850,2018-06-22,Chattogram,ST13,Walk-in
C01851,15/08/2024,Dhaka,ST03,Walk-in
C01852,17/02/2025,,ST04,Walk-in
C01853,29/09/2023,Chattogram,ST01,Online
C01854,"January 11, 2025",Chattogram,ST10,Walk-in
C01855,"September 8, 2022",Dhaka,ST15,Referral
C01856,29/09/2021,Sylhet,ST04,Walk-in
C01857,30/07/2020,,ST17,Online
C01858,"May 15, 2025", Dhaka ,ST06,Referral
C01859,"July 30, 2023",,ST11,Online
C01860,11/07/2019,Chattogram,ST14,Referral
C01861,2025-08-26,Chattogram,ST11,Referral
C01862,"June 22, 2018",Dhaka,ST10,Online
C01863,"September 12, 2022",,ST07,Walk-in
C01864,11/07/2019,RAJSHAHI,ST09,Walk-in
C01865,2023-04-24,Khulna,ST05,Referral
C01866,2021-04-19,Dhaka,ST06,Walk-in
C01867,"June 30, 2021",Barishal,ST16,Social Media
C01868,15/05/2023,Rajshahi,ST18,Walk-in
C01869,17/01/2024,Dhaka,ST17,Online
C01870,14/01/2021,Dhaka,ST07,Walk-in
C01871,2025-12-23,Dhaka,ST07,Social Media
C01872,"December 26, 2021",Khulna,ST02,Walk-in
C01873,14/04/2019, Dhaka ,ST06,Walk-in
C01874,19/01/2018, Chattogram ,ST12,Referral
C01875,15/08/2019,Rajshahi,ST06,Walk-in
C01876,11/07/2023,Khulna,ST15,Walk-in
C01877,25/04/2022,Sylhet,ST02,Referral
C01878,13/09/2020,Rajshahi,ST09,Referral
C01879,06/11/2021,Dhaka,ST06,Walk-in
C01880,13/09/2024,Khulna,ST10,Online
C01881,27/07/2022,Dhaka,ST01,Walk-in
C01882,19/06/2018,Dhaka,ST09,Walk-in
C01883,24/05/2018,Barishal,ST16,Online
C01884,08/11/2021,Dhaka,ST18,Walk-in
C01885,2021-03-26,Dhaka,ST06,Walk-in
C01886,19/10/2024,Sylhet,ST09,Walk-in
C01887,30/08/2022,Dhaka,ST14,Referral
C01888,2024-01-20,Dhaka,ST10,Online
C01889,05/09/2022,,ST11,Walk-in
C01890,"October 5, 2020",Rajshahi,ST07,Social Media
C01891,2023-04-04,Rajshahi,ST17,Referral
C01892,2022-12-20,Dhaka,ST13,Walk-in
C01893,"October 5, 2023",,ST20,Social Media
C01894,2019-07-07,Khulna,ST16,Walk-in
C01895,2023-02-17,Dhaka,ST08,Walk-in
C01896,2020-04-13,Dhaka,ST07,Walk-in
C01897,2024-04-26,Dhaka,ST02,Walk-in
C01898,20/05/2024, Chattogram ,ST13,Online
C01899,30/12/2022,Dhaka,ST15,Online
C01900,"July 27, 2025",Rajshahi,ST08,Referral
C01901,"April 19, 2022",Barishal,ST01,Walk-in
C01902,"March 15, 2018",Dhaka,ST17,Walk-in
C01903,"November 6, 2022",Sylhet,ST05,Walk-in
C01904,"March 20, 2024",Dhaka,ST12,Walk-in
C01905,23/10/2018,Dhaka,ST02,Social Media
C01906,02/11/2018,Rajshahi,ST02,Online
C01907,"March 8, 2020",Chattogram,ST18,Referral
C01908,2024-10-01,Barishal,ST14,Online
C01909,2022-03-21,Chattogram,ST01,Walk-in
C01910,"October 22, 2025",Dhaka,ST03,Walk-in
C01911,"December 24, 2024",Chattogram,ST10,Walk-in
C01912,2022-06-09,Dhaka,ST14,Referral
C01913,2023-06-06,Khulna,ST09,Walk-in
C01914,"August 24, 2020",Rajshahi,ST18,Walk-in
C01915,"September 21, 2018",Dhaka,ST14,Online
C01916,"March 10, 2021",Chattogram,ST13,Walk-in
C01917,2022-09-26,Sylhet,ST06,Online
C01918,17/06/2019,Rajshahi,ST14,Walk-in
C01919,2019-10-10,,ST18,Online
C01920,13/02/2018,,ST01,Walk-in
C01921,2023-11-14,Dhaka,ST15,Referral
C01922,2025-03-11,,ST18,Online
C01923,"August 13, 2024",,ST09,Walk-in
C01924,"January 14, 2021",DHAKA,ST16,Referral
C01925,2022-09-29,Chattogram,ST08,Referral
C01926,06/09/2025,Chattogram,ST04,Online
C01927,"September 23, 2022",Dhaka,ST17,Social Media
C01928,13/05/2020,Khulna,ST07,Referral
C01929,2020-09-15,Sylhet,ST16,Walk-in
C01930,2023-10-25,Chattogram,ST07,Walk-in
C01931,27/07/2021,Chattogram,ST08,Walk-in
C01932,10/09/2024,Dhaka,ST14,Online
C01933,28/11/2024,Khulna,ST07,Social Media
C01934,2018-04-15,Sylhet,ST17,Online
C01935,2023-10-14,Chattogram,ST01,Walk-in
C01936,2020-12-16,Khulna,ST01,Social Media
C01937,"February 26, 2022",Khulna,ST02,Online
C01938,2020-02-13,Khulna,ST06,Walk-in
C01939,2020-12-11,Dhaka,ST02,Social Media
C01940,2020-08-22,,ST08,Walk-in
C01941,28/05/2018,RAJSHAHI,ST01,Online
C01942,04/04/2024,Chattogram,ST16,Walk-in
C01943,22/02/2019,Rajshahi,ST04,Social Media
C01944,2021-01-02,Rajshahi,ST20,Walk-in
C01945,"July 18, 2019",Dhaka,ST18,Walk-in
C01946,14/04/2019,Dhaka,ST14,Online
C01947,2020-12-26,Chattogram,ST16,Referral
C01948,"May 6, 2025",Dhaka,ST16,Walk-in
C01949,"July 19, 2025",Sylhet,ST17,Walk-in
C01950,"January 19, 2021",Rajshahi,ST12,Social Media
C01951,"January 15, 2022",,ST13,Referral
