po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status
PO003703,S012,P025,W02,2025-09-15,23/09/2025,"September 24, 2025",302,104.37,292,10.0,Damaged in transit,Delayed
PO003704,S012,P025,W02,2025-09-23,2025-10-01,01/10/2025,312,104.37,309,,QUALITY DEFECT,Delivered
PO003705,S012,P025,W02,02/10/2025,"October 10, 2025",2025-10-10,482,104.37,462,20.0,Quality defect,Delivered
PO003706,S012,P025,W02,2025-10-11,"October 19, 2025",22/10/2025,224,104.37,217,,Expired/near-expiry,Delayed
PO003707,S012,P025,W02,2025-10-22,30/10/2025,"October 30, 2025",552,104.37,531,21.0, Quality defect ,Delivered
PO003708,S012,P025,W02,2025-10-30,2025-11-07,"November 7, 2025",271,104.37,263,8.0,Quality defect,Delivered
PO003709,S012,P025,W02,11/11/2025,"November 19, 2025",19/11/2025,408,104.37,393,15.0,Damaged in transit,Delivered
PO003710,S012,P025,W02,18/11/2025,2025-11-26,"November 26, 2025",412,104.37,402,10.0,Damaged in transit,Delivered
PO003711,S012,P025,W02,"December 1, 2025",2025-12-09,"December 9, 2025",422,104.37,406,16.0,Damaged in transit,Delivered
PO003712,S012,P025,W02,2025-12-09,"December 17, 2025",17/12/2025,391,104.37,381,10.0,Expired/near-expiry,Delivered
PO003713,S012,P025,W02,2025-12-18,2025-12-26,26/12/2025,310,104.37,304,6.0,Expired/near-expiry,Delivered
PO003714,S012,P025,W03,2024-01-04,"January 12, 2024","January 12, 2024",387,104.37,381,6.0,EXPIRED/NEAR-EXPIRY,Delivered
PO003715,S012,P025,W03,"January 16, 2024",24/01/2024,24/01/2024,319,104.37,314,5.0,Damaged in transit,Delivered
PO003716,S012,P025,W03,"January 27, 2024",2024-02-04,"February 5, 2024",192,104.37,186,6.0,Wrong specification,Delayed
PO003717,S012,P025,W03,"February 4, 2024",12/02/2024,"February 12, 2024",329,104.37,319,10.0,Expired/near-expiry,Delivered
PO003718,S012,P025,W03,2024-02-12,"February 20, 2024",2024-02-20,599,104.37,581,18.0,Quality defect,Delivered
PO003719,S012,P025,W03,2024-02-20,"February 28, 2024","February 28, 2024",429,104.37,417,12.0, Damaged in transit ,Delivered
PO003720,S012,P025,W03,"February 29, 2024",2024-03-14,15/03/2024,760,104.37,743,17.0,Quality defect,Delayed
PO003721,S012,P025,W03,2024-03-07,15/03/2024,"March 15, 2024",374,104.37,361,13.0,Quality defect,Delivered
PO003722,S012,P025,W03,19/03/2024,2024-03-27,"March 27, 2024",378,104.37,363,15.0,Quality defect,Delivered
PO003723,S012,P025,W03,28/03/2024,2024-04-05,2024-04-05,459,104.37,445,14.0,expired/near-expiry,Delivered
PO003724,S012,P025,W03,09/04/2024,"April 17, 2024","April 18, 2024",392,104.37,385,, Wrong specification ,Delayed
PO003725,S012,P025,W03,"April 18, 2024",26/04/2024,2024-04-26,275,104.37,262,13.0,Quality defect,Delivered
PO003726,S012,P025,W03,"April 29, 2024",2024-05-07,07/05/2024,389,104.37,377,12.0,Quality defect,Delivered
PO003727,S012,P025,W03,"May 10, 2024",2024-05-23,"May 24, 2024",399,104.37,387,12.0,Damaged in transit,Delayed
PO003728,S012,P025,W03,21/05/2024,29/05/2024,"May 29, 2024",328,104.37,323,5.0,Expired/near-expiry,Delivered
PO003729,S012,P025,W03,02/06/2024,10/06/2024,2024-06-10,639,104.37,626,13.0,EXPIRED/NEAR-EXPIRY,Delivered
PO003730,S012,P025,W03,2024-06-11,19/06/2024,2024-06-19,411,104.37,394,17.0,Damaged in transit,Delivered
PO003731,S012,P025,W03,20/06/2024,28/06/2024,28/06/2024,553,104.37,535,18.0,Quality defect,Delivered
PO003732,S012,P025,W03,02/07/2024,10/07/2024,"July 10, 2024",313,104.37,301,12.0,WRONG SPECIFICATION,Delivered
PO003733,S012,P025,W03,"July 13, 2024",2024-07-21,21/07/2024,390,104.37,383,7.0,Expired/near-expiry,Delivered
PO003734,S012,P025,W03,"July 22, 2024","July 30, 2024",2024-07-30,418,104.37,410,8.0,Damaged in transit,Delivered
PO003735,S012,P025,W03,2024-08-01,09/08/2024,09/08/2024,386,104.37,376,10.0,Wrong specification,Delivered
PO003736,S012,P025,W03,"August 9, 2024","August 26, 2024","August 26, 2024",333,104.37,327,,Quality defect,Delivered
PO003737,S012,P025,W03,"August 17, 2024",2024-08-25,26/08/2024,390,104.37,381,9.0,Quality defect,Delayed
PO003738,S012,P025,W03,27/08/2024,2024-09-04,"September 5, 2024",508,104.37,492,,Quality defect,Delayed
PO003739,S012,P025,W03,2024-09-04,12/09/2024,"September 12, 2024",473,104.37,455,18.0,Wrong specification,Delivered
PO003740,S012,P025,W03,"September 12, 2024",2024-09-20,"September 20, 2024",445,104.37,429,16.0,expired/near-expiry,Delivered
PO003741,S012,P025,W03,2024-09-24,2024-10-07,08/10/2024,289,104.37,284,,wrong specification,Delayed
PO003742,S012,P025,W03,"October 1, 2024","October 9, 2024",2024-10-10,431,104.37,423,8.0,Quality defect,Delayed
PO003743,S012,P025,W03,2024-10-14,"October 22, 2024",23/10/2024,461,104.37,448,13.0,Quality defect,Delayed
PO003744,S012,P025,W03,"October 24, 2024",2024-11-01,2024-11-01,209,104.37,200,9.0,Expired/near-expiry,Delivered
PO003745,S012,P025,W03,02/11/2024,"November 10, 2024",2024-11-15,418,104.37,408,10.0, Quality defect ,Delayed
PO003746,S012,P025,W03,2024-11-11,"November 19, 2024",19/11/2024,457,104.37,446,11.0,Quality defect,Delivered
PO003747,S012,P025,W03,2024-11-20,"November 28, 2024",2024-11-28,463,104.37,450,,Quality defect,Delivered
PO003748,S012,P025,W03,"November 27, 2024","December 5, 2024",05/12/2024,389,104.37,349,40.0,Damaged in transit,Partial
PO003749,S012,P025,W03,2024-12-07,15/12/2024,"December 15, 2024",513,104.37,501,12.0, Wrong specification ,Delivered
PO003750,S012,P025,W03,15/12/2024,"December 23, 2024",23/12/2024,413,104.37,403,10.0,WRONG SPECIFICATION,Delivered
PO003751,S012,P025,W03,28/12/2024,2025-01-05,2025-01-05,392,104.37,382,10.0,Wrong specification,Delivered
PO003752,S012,P025,W03,"January 10, 2025",18/01/2025,"January 19, 2025",408,104.37,373,35.0,Damaged in transit,Partial
PO003753,S012,P025,W03,"January 21, 2025",2025-01-29,29/01/2025,331,104.37,300,31.0, Wrong specification ,Partial
PO003754,S012,P025,W03,2025-01-28,05/02/2025,2025-02-05,369,104.37,364,5.0,Wrong specification,Delivered
PO003755,S012,P025,W03,"February 6, 2025","February 14, 2025",15/02/2025,487,104.37,477,10.0,Damaged in transit,Delayed
PO003756,S012,P025,W03,2025-02-15,23/02/2025,2025-02-24,430,104.37,414,16.0,Wrong specification,Delayed
PO003757,S012,P025,W03,27/02/2025,"March 7, 2025",08/03/2025,403,104.37,387,16.0,Expired/near-expiry,Delayed
PO003758,S012,P025,W03,2025-03-09,"March 17, 2025",2025-03-17,286,104.37,274,12.0,Expired/near-expiry,Delivered
PO003759,S012,P025,W03,2025-03-20,"March 28, 2025","March 28, 2025",418,104.37,404,14.0,Wrong specification,Delivered
PO003760,S012,P025,W03,"April 1, 2025","April 9, 2025",10/04/2025,518,104.37,507,11.0,QUALITY DEFECT,Delayed
PO003761,S012,P025,W03,2025-04-12,"April 20, 2025",2025-04-20,395,104.37,387,8.0,Quality defect,Delivered
PO003762,S012,P025,W03,22/04/2025,2025-04-30,30/04/2025,427,104.37,414,13.0,Damaged in transit,Delivered
PO003763,S012,P025,W03,2025-05-04,12/05/2025,12/05/2025,339,104.37,328,11.0,Expired/near-expiry,Delivered
PO003764,S012,P025,W03,2025-05-17,25/05/2025,"May 31, 2025",207,104.37,200,7.0,Quality defect,Delayed
PO003765,S012,P025,W03,2025-05-30,2025-06-07,2025-06-07,504,104.37,490,14.0,Quality defect,Delivered
PO003766,S012,P025,W03,08/06/2025,16/06/2025,17/06/2025,499,104.37,485,14.0,Expired/near-expiry,Delayed
PO003767,S012,P025,W03,2025-06-20,2025-06-28,"June 28, 2025",619,104.37,598,21.0,Quality defect,Delivered
PO003768,S012,P025,W03,"June 28, 2025",06/07/2025,06/07/2025,590,104.37,571,19.0,Quality defect,Delivered
PO003769,S012,P025,W03,"July 6, 2025","July 14, 2025",2025-07-15,615,104.37,603,12.0,Wrong specification,Delayed
PO003770,S012,P025,W03,2025-07-19,27/07/2025,"July 27, 2025",111,104.37,101,10.0,Damaged in transit,Partial
PO003771,S012,P025,W03,28/07/2025,05/08/2025,05/08/2025,444,104.37,429,15.0,Quality defect,Delivered
PO003772,S012,P025,W03,"August 4, 2025","August 12, 2025",2025-08-12,320,104.37,311,9.0,Expired/near-expiry,Delivered
PO003773,S012,P025,W03,2025-08-16,24/08/2025,"August 24, 2025",373,104.37,359,14.0,QUALITY DEFECT,Delivered
PO003774,S012,P025,W03,25/08/2025,02/09/2025,"September 2, 2025",539,104.37,522,,Quality defect,Delivered
PO003775,S012,P025,W03,02/09/2025,"September 10, 2025",2025-09-11,416,104.37,408,8.0,Quality defect,Delayed
PO003776,S012,P025,W03,15/09/2025,"September 23, 2025",2025-09-23,678,104.37,649,29.0,Quality defect,Delivered
PO003777,S012,P025,W03,"September 22, 2025","October 6, 2025","October 6, 2025",412,104.37,401,11.0,Damaged in transit,Delivered
PO003778,S012,P025,W03,"October 3, 2025",2025-10-20,"October 21, 2025",424,104.37,416,,Wrong specification,Delayed
PO003779,S012,P025,W03,"October 16, 2025",2025-10-24,25/10/2025,411,104.37,398,13.0,Expired/near-expiry,Delayed
PO003780,S012,P025,W03,"October 25, 2025",02/11/2025,"November 2, 2025",386,104.37,377,9.0,Damaged in transit,Delivered
PO003781,S012,P025,W03,2025-11-03,"November 11, 2025","November 12, 2025",362,104.37,347,15.0,QUALITY DEFECT,Delayed
PO003782,S012,P025,W03,"November 12, 2025",2025-11-20,20/11/2025,479,104.37,459,,Damaged in transit,Delivered
PO003783,S012,P025,W03,"November 23, 2025","December 1, 2025","December 1, 2025",259,104.37,255,4.0,Quality defect,Delivered
PO003784,S012,P025,W03,03/12/2025,11/12/2025,11/12/2025,550,104.37,540,,Expired/near-expiry,Delivered
PO003785,S012,P025,W03,"December 13, 2025",2025-12-21,2025-12-21,223,104.37,217,6.0,quality defect,Delivered
PO003786,S012,P025,W03,2025-12-20,"December 28, 2025",2025-12-29,441,104.37,427,14.0,Damaged in transit,Delayed
PO003787,S038,P026,W01,2024-01-13,2024-01-25,2024-01-25,478,228.54,471,7.0,Quality defect,Delivered
PO003788,S038,P026,W01,2024-01-23,04/02/2024,"February 4, 2024",369,228.54,359,10.0,Quality defect,Delivered
PO003789,S038,P026,W01,01/02/2024,2024-02-13,"February 13, 2024",374,228.54,364,10.0,Damaged in transit,Delivered
PO003790,S038,P026,W01,"February 14, 2024",26/02/2024,27/02/2024,421,228.54,412,9.0, Damaged in transit ,Delayed
PO003791,S038,P026,W01,2024-02-26,09/03/2024,09/03/2024,641,228.54,632,9.0,Quality defect,Delivered
PO003792,S038,P026,W01,10/03/2024,2024-03-22,2024-03-22,450,228.54,440,10.0,Quality defect,Delivered
PO003793,S038,P026,W01,"March 21, 2024","April 2, 2024",2024-04-03,319,228.54,314,5.0,Expired/near-expiry,Delayed
PO003794,S038,P026,W01,2024-04-03,15/04/2024,2024-04-15,468,228.54,457,11.0, Quality defect ,Delivered
PO003795,S038,P026,W01,"April 11, 2024","April 23, 2024",23/04/2024,374,228.54,366,8.0,QUALITY DEFECT,Delivered
PO003796,S038,P026,W01,2024-04-24,06/05/2024,2024-05-07,255,228.54,245,,Damaged in transit,Delayed
PO003797,S038,P026,W01,"May 5, 2024",17/05/2024,17/05/2024,267,228.54,264,3.0,Damaged in transit,Delivered
PO003798,S038,P026,W01,18/05/2024,30/05/2024,"May 30, 2024",302,228.54,298,4.0,Quality defect,Delivered
PO003799,S038,P026,W01,31/05/2024,"June 12, 2024",2024-06-12,596,228.54,584,12.0,Wrong specification,Delivered
PO003800,S038,P026,W01,"June 8, 2024",2024-06-20,2024-06-20,171,228.54,169,2.0,Quality defect,Delivered
PO003801,S038,P026,W01,2024-06-19,2024-07-01,"July 2, 2024",365,228.54,361,4.0,Expired/near-expiry,Delayed
PO003802,S038,P026,W01,26/06/2024,"July 8, 2024",09/07/2024,425,228.54,418,7.0,Quality defect,Delayed
PO003803,S038,P026,W01,2024-07-08,20/07/2024,"July 20, 2024",92,228.54,89,3.0,Damaged in transit,Delivered
PO003804,S038,P026,W01,"July 15, 2024","July 27, 2024",27/07/2024,474,228.54,465,,Wrong specification,Delivered
PO003805,S038,P026,W01,"July 26, 2024",07/08/2024,07/08/2024,500,228.54,492,8.0,Expired/near-expiry,Delivered
PO003806,S038,P026,W01,03/08/2024,15/08/2024,2024-08-15,294,228.54,290,4.0,Quality defect,Delivered
PO003807,S038,P026,W01,"August 12, 2024",2024-08-24,"August 27, 2024",344,228.54,334,10.0,Damaged in transit,Delayed
PO003808,S038,P026,W01,"August 24, 2024",05/09/2024,2024-09-05,108,228.54,107,1.0,Expired/near-expiry,Delivered
PO003809,S038,P026,W01,03/09/2024,15/09/2024,16/09/2024,374,228.54,348,26.0,Expired/near-expiry,Partial
PO003810,S038,P026,W01,"September 13, 2024",2024-09-25,2024-09-25,422,228.54,415,7.0,Wrong specification,Delivered
PO003811,S038,P026,W01,"September 24, 2024","October 6, 2024",06/10/2024,572,228.54,559,13.0, Expired/near-expiry ,Delivered
PO003812,S038,P026,W01,02/10/2024,2024-10-14,"October 15, 2024",342,228.54,336,6.0,Expired/near-expiry,Delayed
PO003813,S038,P026,W01,2024-10-09,"October 21, 2024",2024-10-22,300,228.54,296,4.0,Damaged in transit,Delayed
PO003814,S038,P026,W01,"October 21, 2024","November 2, 2024","November 2, 2024",485,228.54,471,14.0,Damaged in transit,Delivered
PO003815,S038,P026,W01,2024-10-31,12/11/2024,"November 12, 2024",256,228.54,253,3.0,Wrong specification,Delivered
PO003816,S038,P026,W01,"November 7, 2024","November 19, 2024","November 19, 2024",441,228.54,434,7.0,Damaged in transit,Delivered
PO003817,S038,P026,W01,2024-11-17,29/11/2024,"November 30, 2024",314,228.54,307,7.0,QUALITY DEFECT,Delayed
PO003818,S038,P026,W01,2024-11-26,"December 22, 2024",22/12/2024,322,228.54,316,6.0,damaged in transit,Delivered
PO003819,S038,P026,W01,03/12/2024,"December 15, 2024","December 15, 2024",366,228.54,340,26.0, Quality defect ,Partial
PO003820,S038,P026,W01,13/12/2024,2024-12-25,25/12/2024,320,228.54,313,7.0,Expired/near-expiry,Delivered
PO003821,S038,P026,W01,2024-12-26,2025-01-07,"January 7, 2025",627,228.54,613,,quality defect,Delivered
PO003822,S038,P026,W01,"January 8, 2025",2025-01-20,2025-01-21,324,228.54,315,9.0,Quality defect,Delayed
PO003823,S038,P026,W01,18/01/2025,"January 30, 2025","January 30, 2025",581,228.54,568,13.0,Quality defect,Delivered
PO003824,S038,P026,W01,"January 27, 2025",2025-02-08,08/02/2025,625,228.54,611,14.0,Quality defect,Delivered
PO003825,S038,P026,W01,"February 5, 2025",17/02/2025,17/02/2025,456,228.54,449,7.0,Quality defect,Delivered
PO003826,S038,P026,W01,2025-02-12,"February 24, 2025","February 24, 2025",444,228.54,436,8.0,Damaged in transit,Delivered
PO003827,S038,P026,W01,2025-02-24,2025-03-08,09/03/2025,413,228.54,387,26.0,Wrong specification,Partial
PO003828,S038,P026,W01,"March 8, 2025",20/03/2025,"March 20, 2025",361,228.54,353,8.0,Quality defect,Delivered
PO003829,S038,P026,W01,2025-03-18,"March 30, 2025",2025-03-31,370,228.54,362,8.0,Damaged in transit,Delayed
PO003830,S038,P026,W01,26/03/2025,07/04/2025,08/04/2025,368,228.54,361,7.0,Wrong specification,Delayed
PO003831,S038,P026,W01,"April 4, 2025",2025-04-16,17/04/2025,312,228.54,305,7.0,wrong specification,Delayed
PO003832,S038,P026,W01,15/04/2025,"April 27, 2025",2025-04-10,476,228.54,468,8.0,Quality defect,Delayed
PO003833,S038,P026,W01,2025-04-27,"May 9, 2025","May 9, 2025",596,228.54,586,,QUALITY DEFECT,Delivered
PO003834,S038,P026,W01,"May 5, 2025",17/05/2025,"May 18, 2025",181,228.54,178,,Wrong specification,Delayed
PO003835,S038,P026,W01,15/05/2025,27/05/2025,"May 27, 2025",363,228.54,359,4.0,Damaged in transit,Delivered
PO003836,S038,P026,W01,2025-05-23,04/06/2025,05/06/2025,400,228.54,394,6.0,Damaged in transit,Delayed
PO003837,S038,P026,W01,2025-06-05,2025-06-17,18/06/2025,289,228.54,280,9.0,Damaged in transit,Delayed
PO003838,S038,P026,W01,13/06/2025,"June 25, 2025","June 25, 2025",410,228.54,403,7.0,Damaged in transit,Delivered
PO003839,S038,P026,W01,"June 26, 2025",08/07/2025,2025-07-09,429,228.54,420,9.0,Quality defect,Delayed
PO003840,S038,P026,W01,03/07/2025,2025-07-15,15/07/2025,326,228.54,315,11.0,Quality defect,Delivered
PO003841,S038,P026,W01,15/07/2025,2025-07-27,"July 28, 2025",482,228.54,470,12.0,Quality defect,Delayed
PO003842,S038,P026,W01,23/07/2025,15/08/2025,2025-08-15,429,228.54,415,14.0,Quality defect,Delivered
PO003843,S038,P026,W01,"August 2, 2025",2025-08-14,2025-08-15,480,228.54,465,15.0,Quality defect,Delayed
PO003844,S038,P026,W01,"August 11, 2025","August 23, 2025",24/08/2025,497,228.54,487,10.0,Quality defect,Delayed
PO003845,S038,P026,W01,2025-08-22,03/09/2025,2025-09-03,215,228.54,213,2.0,Quality defect,Delivered
PO003846,S038,P026,W01,2025-09-03,15/09/2025,19/09/2025,244,228.54,238,6.0,Damaged in transit,Delayed
PO003847,S038,P026,W01,"September 10, 2025","September 22, 2025",22/09/2025,519,228.54,509,10.0,Damaged in transit,Delivered
PO003848,S038,P026,W01,23/09/2025,2025-10-05,2025-10-05,499,228.54,472,27.0,Quality defect,Partial
PO003849,S038,P026,W01,"October 2, 2025",14/10/2025,2025-10-20,354,228.54,347,7.0,Quality defect,Delayed
PO003850,S038,P026,W01,"October 13, 2025",25/10/2025,"October 26, 2025",677,228.54,662,15.0, Damaged in transit ,Delayed
PO003851,S038,P026,W01,24/10/2025,"November 5, 2025",06/11/2025,213,228.54,211,2.0,Expired/near-expiry,Delayed
PO003852,S038,P026,W01,2025-10-31,"November 26, 2025","November 27, 2025",551,228.54,539,12.0,Quality defect,Delayed
PO003853,S038,P026,W01,2025-11-10,22/11/2025,"November 22, 2025",328,228.54,321,7.0,Wrong specification,Delivered
PO003854,S038,P026,W01,"November 17, 2025",29/11/2025,2025-11-29,269,228.54,260,,Wrong specification,Delivered
PO003855,S038,P026,W01,26/11/2025,08/12/2025,"December 8, 2025",630,228.54,622,8.0,Wrong specification,Delivered
PO003856,S038,P026,W01,2025-12-06,"December 18, 2025",19/12/2025,460,228.54,443,17.0,Damaged in transit,Delayed
PO003857,S038,P026,W01,17/12/2025,29/12/2025,29/12/2025,485,228.54,476,9.0,Wrong specification,Delivered
PO003858,S038,P026,W01,"December 24, 2025",05/01/2026,,414,228.54,0,0.0,Wrong specification,Pending
PO003859,S038,P026,W02,13/01/2024,2024-01-25,2024-01-26,723,228.54,707,16.0,Expired/near-expiry,Delayed
PO003860,S038,P026,W02,"January 26, 2024",07/02/2024,08/02/2024,254,228.54,249,5.0,EXPIRED/NEAR-EXPIRY,Delayed
PO003861,S038,P026,W02,2024-02-02,2024-02-14,2024-02-14,454,228.54,446,8.0,damaged in transit,Delivered
PO003862,S038,P026,W02,"February 11, 2024",23/02/2024,2024-02-23,547,228.54,539,8.0,QUALITY DEFECT,Delivered
PO003863,S038,P026,W02,"February 24, 2024","March 7, 2024",07/03/2024,440,228.54,431,9.0,Quality defect,Delivered
PO003864,S038,P026,W02,2024-03-04,16/03/2024,2024-03-16,423,228.54,416,7.0, Quality defect ,Delivered
PO003865,S038,P026,W02,"March 12, 2024","March 24, 2024",2024-03-24,251,228.54,246,5.0,Quality defect,Delivered
PO003866,S038,P026,W02,2024-03-24,05/04/2024,08/04/2024,449,228.54,441,8.0,Expired/near-expiry,Delayed
PO003867,S038,P026,W02,04/04/2024,16/04/2024,16/04/2024,181,228.54,178,3.0,damaged in transit,Delivered
PO003868,S038,P026,W02,15/04/2024,2024-04-27,2024-04-28,411,228.54,407,4.0,Quality defect,Delayed
PO003869,S038,P026,W02,2024-04-26,08/05/2024,2024-05-08,487,228.54,477,10.0,Expired/near-expiry,Delivered
PO003870,S038,P026,W02,05/05/2024,2024-05-17,17/05/2024,257,228.54,253,4.0,Wrong specification,Delivered
PO003871,S038,P026,W02,2024-05-16,"May 28, 2024",28/05/2024,379,228.54,372,7.0,Expired/near-expiry,Delivered
PO003872,S038,P026,W02,"May 26, 2024",2024-06-07,"June 7, 2024",612,228.54,596,,Wrong specification,Delivered
PO003873,S038,P026,W02,2024-06-08,2024-06-20,21/06/2024,129,228.54,127,2.0,Wrong specification,Delayed
PO003874,S038,P026,W02,21/06/2024,2024-07-03,03/07/2024,437,228.54,428,9.0,Quality defect,Delivered
PO003875,S038,P026,W02,29/06/2024,2024-07-11,2024-07-11,325,228.54,318,7.0,Damaged in transit,Delivered
PO003876,S038,P026,W02,10/07/2024,2024-07-22,"July 22, 2024",311,228.54,304,7.0,Quality defect,Delivered
PO003877,S038,P026,W02,"July 19, 2024",2024-07-31,"August 1, 2024",271,228.54,267,4.0,Damaged in transit,Delayed
PO003878,S038,P026,W02,2024-07-28,"August 9, 2024","August 9, 2024",322,228.54,318,4.0,Damaged in transit,Delivered
PO003879,S038,P026,W02,2024-08-09,2024-08-21,22/08/2024,397,228.54,391,6.0,Expired/near-expiry,Delayed
PO003880,S038,P026,W02,"August 18, 2024",30/08/2024,31/08/2024,516,228.54,505,11.0,Quality defect,Delayed
PO003881,S038,P026,W02,"August 25, 2024",06/09/2024,"September 6, 2024",358,228.54,349,9.0,Quality defect,Delivered
PO003882,S038,P026,W02,05/09/2024,2024-09-17,18/09/2024,363,228.54,357,6.0,Damaged in transit,Delayed
PO003883,S038,P026,W02,15/09/2024,"September 27, 2024",2024-09-27,313,228.54,306,,Damaged in transit,Delivered
PO003884,S038,P026,W02,"September 26, 2024",08/10/2024,2024-10-08,377,228.54,364,13.0,Wrong specification,Delivered
PO003885,S038,P026,W02,"October 8, 2024",2024-10-20,2024-10-20,511,228.54,493,18.0,Quality defect,Delivered
PO003886,S038,P026,W02,"October 16, 2024","October 28, 2024","October 28, 2024",382,228.54,372,10.0,Expired/near-expiry,Delivered
PO003887,S038,P026,W02,2024-10-29,2024-11-10,2024-11-10,420,228.54,412,8.0,Quality defect,Delivered
PO003888,S038,P026,W02,09/11/2024,"November 21, 2024",2024-11-24,368,228.54,360,8.0,Expired/near-expiry,Delayed
PO003889,S038,P026,W02,"November 16, 2024",2024-11-28,28/11/2024,271,228.54,266,5.0,Quality defect,Delivered
PO003890,S038,P026,W02,"November 27, 2024",2024-12-09,"December 10, 2024",402,228.54,395,7.0,Quality defect,Delayed
PO003891,S038,P026,W02,"December 7, 2024",2024-12-19,19/12/2024,389,228.54,374,15.0, Quality defect ,Delivered
PO003892,S038,P026,W02,"December 16, 2024",28/12/2024,2024-12-28,468,228.54,459,9.0,Wrong specification,Delivered
PO003893,S038,P026,W02,"December 26, 2024","January 7, 2025",2025-01-07,327,228.54,316,11.0,Wrong specification,Delivered
PO003894,S038,P026,W02,2025-01-04,16/01/2025,16/01/2025,358,228.54,347,11.0,Quality defect,Delivered
PO003895,S038,P026,W02,14/01/2025,"January 26, 2025",26/01/2025,369,228.54,361,8.0,Damaged in transit,Delivered
PO003896,S038,P026,W02,26/01/2025,07/02/2025,08/02/2025,354,228.54,346,8.0,Quality defect,Delayed
PO003897,S038,P026,W02,02/02/2025,2025-02-14,"February 15, 2025",333,228.54,328,5.0,Quality defect,Delayed
PO003898,S038,P026,W02,2025-02-15,"February 27, 2025","February 27, 2025",191,228.54,188,3.0,Quality defect,Delivered
PO003899,S038,P026,W02,2025-02-24,08/03/2025,09/03/2025,333,228.54,304,29.0,QUALITY DEFECT,Partial
PO003900,S038,P026,W02,"March 6, 2025",18/03/2025,2025-03-18,240,228.54,236,4.0,Wrong specification,Delivered
PO003901,S038,P026,W02,13/03/2025,25/03/2025,2025-03-25,374,228.54,366,8.0, Quality defect ,Delivered
PO003902,S038,P026,W02,20/03/2025,01/04/2025,02/04/2025,289,228.54,279,10.0, Damaged in transit ,Delayed
PO003903,S038,P026,W02,"April 1, 2025",2025-04-13,"April 13, 2025",524,228.54,515,9.0,Quality defect,Delivered
PO003904,S038,P026,W02,"April 9, 2025",21/04/2025,2025-04-21,317,228.54,311,6.0,Damaged in transit,Delivered
PO003905,S038,P026,W02,2025-04-20,"May 2, 2025",2025-05-02,505,228.54,497,8.0, Quality defect ,Delivered
PO003906,S038,P026,W02,2025-05-02,"May 14, 2025",15/05/2025,337,228.54,326,11.0,Quality defect,Delayed
PO003907,S038,P026,W02,"May 9, 2025",2025-05-21,"May 21, 2025",312,228.54,304,8.0,Quality defect,Delivered
PO003908,S038,P026,W02,2025-05-19,"May 31, 2025",01/06/2025,290,228.54,281,9.0,Damaged in transit,Delayed
PO003909,S038,P026,W02,01/06/2025,13/06/2025,"June 13, 2025",407,228.54,400,7.0,Expired/near-expiry,Delivered
PO003910,S038,P026,W02,"June 11, 2025","June 23, 2025",2025-06-23,353,228.54,344,9.0,Expired/near-expiry,Delivered
PO003911,S038,P026,W02,19/06/2025,"July 1, 2025",01/07/2025,319,228.54,313,6.0,Quality defect,Delivered
PO003912,S038,P026,W02,2025-06-28,"July 10, 2025","July 11, 2025",255,228.54,248,7.0,Wrong specification,Delayed
PO003913,S038,P026,W02,07/07/2025,2025-07-19,2025-07-19,564,228.54,553,,Damaged in transit,Delivered
PO003914,S038,P026,W02,"July 14, 2025","July 26, 2025",2025-07-26,392,228.54,385,7.0,Quality defect,Delivered
PO003915,S038,P026,W02,"July 27, 2025",08/08/2025,08/08/2025,451,228.54,435,16.0,Damaged in transit,Delivered
PO003916,S038,P026,W02,"August 6, 2025",18/08/2025,19/08/2025,211,228.54,203,8.0,Wrong specification,Delayed
PO003917,S038,P026,W02,"August 15, 2025","August 27, 2025","August 28, 2025",444,228.54,435,9.0,Quality defect,Delayed
PO003918,S038,P026,W02,2025-08-26,07/09/2025,2025-09-07,340,228.54,333,7.0,Damaged in transit,Delivered
PO003919,S038,P026,W02,2025-09-03,2025-09-15,2025-09-15,362,228.54,357,5.0,DAMAGED IN TRANSIT,Delivered
PO003920,S038,P026,W02,2025-09-11,23/09/2025,2025-09-24,307,228.54,298,9.0,Wrong specification,Delayed
PO003921,S038,P026,W02,24/09/2025,"October 6, 2025",06/10/2025,462,228.54,453,9.0,Expired/near-expiry,Delivered
PO003922,S038,P026,W02,"October 3, 2025",15/10/2025,"October 15, 2025",478,228.54,468,10.0,damaged in transit,Delivered
PO003923,S038,P026,W02,13/10/2025,2025-10-25,2025-10-25,337,228.54,333,4.0,Quality defect,Delivered
PO003924,S038,P026,W02,2025-10-24,05/11/2025,2025-11-05,515,228.54,505,10.0,Quality defect,Delivered
PO003925,S038,P026,W02,01/11/2025,"November 13, 2025",13/11/2025,374,228.54,364,10.0,Wrong specification,Delivered
PO003926,S038,P026,W02,08/11/2025,2025-11-20,2025-11-20,312,228.54,305,7.0,Damaged in transit,Delivered
PO003927,S038,P026,W02,2025-11-17,"November 29, 2025",2025-11-29,312,228.54,306,6.0,Expired/near-expiry,Delivered
PO003928,S038,P026,W02,2025-11-28,10/12/2025,"December 13, 2025",190,228.54,185,,DAMAGED IN TRANSIT,Delayed
PO003929,S038,P026,W02,2025-12-09,"December 21, 2025",2025-12-22,523,228.54,510,13.0,Damaged in transit,Delayed
